,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
E 6 St & Avenue D,2265.0,1905.0,2030.0,1766.0,3476.0,4689.0,4782.0,6320.0,6000.0,4900.0,3721.0,1996.0
9 Ave & W 18 St,2264.0,2184.0,1726.0,861.0,1859.0,2544.0,2881.0,3588.0,3883.0,3232.0,2489.0,1590.0
Watts St & Greenwich St,2258.0,2035.0,1850.0,1104.0,2275.0,2710.0,3011.0,3353.0,3684.0,3327.0,2369.0,1367.0
Pike St & E Broadway,2254.0,2026.0,1837.0,886.0,1789.0,2301.0,2793.0,3285.0,3567.0,2954.0,2351.0,1922.0
E 51 St & Lexington Ave,2252.0,2016.0,1464.0,604.0,1242.0,1288.0,1767.0,1791.0,2380.0,2438.0,2068.0,1235.0
E 85 St & 3 Ave,2246.0,2183.0,2373.0,1878.0,3612.0,4393.0,5044.0,5332.0,4778.0,5661.0,4779.0,3214.0
Columbus Ave & W 95 St,2246.0,2374.0,2366.0,1762.0,2982.0,3539.0,4295.0,5131.0,5216.0,5370.0,4298.0,3134.0
Amsterdam Ave & W 82 St,2245.0,2205.0,1907.0,1010.0,2104.0,2870.0,3263.0,4274.0,4542.0,4358.0,3382.0,2248.0
Central Park West & W 85 St,2243.0,2100.0,2667.0,2338.0,5662.0,5861.0,,3945.0,6006.0,4746.0,3744.0,1920.0
S 5 Pl & S 5 St,2233.0,2113.0,2997.0,3254.0,7442.0,8020.0,7440.0,7170.0,7592.0,5939.0,4569.0,2505.0
Bergen St & Smith St,2230.0,2208.0,1793.0,737.0,1458.0,1867.0,2671.0,3032.0,3397.0,3073.0,2589.0,1766.0
Bayard St & Baxter St,2217.0,2030.0,1621.0,870.0,2019.0,2632.0,3233.0,4114.0,4395.0,3957.0,2879.0,1901.0
Wythe Ave & Metropolitan Ave,2210.0,2094.0,1785.0,1099.0,2773.0,3553.0,3750.0,4269.0,4234.0,4145.0,2930.0,1684.0
5 Ave & E 73 St,2202.0,2234.0,2738.0,2717.0,7004.0,7371.0,7220.0,7982.0,8578.0,6612.0,,
W 89 St & Columbus Ave,2201.0,1975.0,1733.0,1166.0,2249.0,2949.0,3736.0,4238.0,4061.0,3905.0,3127.0,2058.0
E 53 St & Madison Ave,2193.0,1933.0,1538.0,654.0,1278.0,1859.0,3165.0,2714.0,3548.0,3183.0,2716.0,1671.0
W 64 St & Thelonious Monk Circle,2186.0,2025.0,1988.0,1252.0,2566.0,3107.0,3275.0,3561.0,3757.0,3821.0,2814.0,1905.0
E 41 St & Madison Ave,2149.0,1868.0,1514.0,653.0,1484.0,1780.0,2150.0,2138.0,2414.0,2275.0,1741.0,1496.0
W 54 St & 9 Ave,2139.0,2283.0,2052.0,1449.0,2659.0,176.0,2051.0,3291.0,4215.0,4285.0,3167.0,1944.0
South St & Gouverneur Ln,2113.0,1867.0,2522.0,1382.0,3466.0,4510.0,5349.0,5384.0,4718.0,3372.0,2364.0,1315.0
Fulton St & Adams St,2113.0,1950.0,1555.0,605.0,1640.0,2251.0,1902.0,2056.0,2654.0,2337.0,1652.0,1155.0
4 Ave & E 12 St,2110.0,2808.0,1890.0,899.0,1871.0,2621.0,3056.0,3958.0,4445.0,4549.0,3451.0,2346.0
Clark St & Henry St,2104.0,1720.0,1541.0,871.0,1710.0,2003.0,2062.0,2609.0,3020.0,2347.0,1914.0,1628.0
2 Ave & E 72 St,2103.0,1938.0,1950.0,1603.0,3175.0,5004.0,5477.0,5407.0,5828.0,5353.0,4685.0,3039.0
Stanton St & Norfolk St,2097.0,1944.0,1656.0,999.0,2243.0,2983.0,3481.0,3826.0,4467.0,3941.0,2906.0,1687.0
Broadway & W 36 St,2090.0,1896.0,1714.0,782.0,1590.0,1478.0,2342.0,2133.0,3055.0,2814.0,1632.0,1643.0
W 50 St & 9 Ave,2089.0,1928.0,1938.0,1610.0,3131.0,4850.0,5096.0,5205.0,5313.0,4388.0,3231.0,1845.0
5 Ave & E 88 St,2069.0,2067.0,2776.0,2329.0,5819.0,6065.0,5480.0,5985.0,6193.0,5694.0,4413.0,2612.0
E 48 St & 3 Ave,2067.0,1775.0,1422.0,659.0,1321.0,1704.0,2310.0,2477.0,2676.0,2581.0,1903.0,1206.0
E 56 St & 3 Ave,2063.0,1816.0,1504.0,751.0,1567.0,1966.0,2711.0,2878.0,3294.0,2824.0,2103.0,1350.0
E 5 St & Avenue C,2060.0,1908.0,1450.0,873.0,1570.0,1976.0,2396.0,2724.0,3350.0,3271.0,2811.0,1585.0
W 15 St & 10 Ave,2058.0,1908.0,1859.0,838.0,2116.0,2848.0,3230.0,3941.0,4878.0,3646.0,2403.0,1137.0
MacDougal St & Washington Sq,2058.0,1963.0,1564.0,1006.0,2232.0,3097.0,3509.0,4235.0,4439.0,3970.0,3376.0,1755.0
Cliff St & Fulton St,2039.0,1645.0,1719.0,1132.0,2659.0,3011.0,3195.0,3673.0,4031.0,3356.0,2491.0,1398.0
Jay St & York St,2036.0,1872.0,1612.0,634.0,1509.0,1866.0,2386.0,2486.0,2624.0,2427.0,1974.0,1313.0
Little West St & 1 Pl,2035.0,2019.0,2814.0,2991.0,6415.0,7144.0,7963.0,8434.0,7630.0,6531.0,5450.0,2528.0
Avenue C & E 18 St,2010.0,1783.0,1729.0,1007.0,1993.0,2626.0,3105.0,2982.0,3122.0,2830.0,2217.0,1157.0
Driggs Ave & N 9 St,2002.0,1874.0,1519.0,683.0,1699.0,2005.0,2300.0,2839.0,3221.0,2856.0,2208.0,1327.0
Bank St & Washington St,1995.0,1915.0,1949.0,1358.0,3104.0,4054.0,4378.0,4871.0,4516.0,3601.0,2694.0,1596.0
Lexington Ave & E 36 St,1990.0,1847.0,1697.0,1380.0,2664.0,3002.0,3848.0,4039.0,3469.0,1305.0,3133.0,1984.0
Rivington St & Ridge St,1974.0,1865.0,2016.0,1378.0,2385.0,3047.0,3222.0,3833.0,4133.0,3644.0,2335.0,1744.0
West Thames St,1967.0,1881.0,2398.0,1928.0,4523.0,5139.0,5154.0,5648.0,5724.0,2526.0,,934.0
S 4 St & Wythe Ave,1960.0,2050.0,2007.0,1801.0,4743.0,5408.0,5188.0,6516.0,6787.0,5182.0,3817.0,1829.0
Avenue D & E 3 St,1952.0,1763.0,1494.0,735.0,1625.0,2319.0,2753.0,2831.0,2873.0,2874.0,2447.0,1577.0
E 74 St & 1 Ave,1950.0,1621.0,1856.0,1160.0,2543.0,3673.0,4212.0,4043.0,4703.0,4320.0,3651.0,2434.0
Hudson St & Reade St,1927.0,1584.0,1401.0,792.0,1472.0,2126.0,2552.0,2671.0,2479.0,2708.0,2009.0,1236.0
Kent Ave & N 7 St,1907.0,1806.0,2370.0,2359.0,5941.0,7062.0,7065.0,8066.0,6404.0,5978.0,4220.0,2144.0
W 42 St & Dyer Ave,1907.0,1878.0,1774.0,1331.0,2691.0,3081.0,3901.0,3784.0,3684.0,3297.0,2764.0,1805.0
W 42 St & 6 Ave,1904.0,1959.0,1819.0,1406.0,2263.0,2654.0,3216.0,3336.0,4010.0,3710.0,3721.0,2677.0
Park Ave & E 124 St,1899.0,1670.0,1165.0,363.0,732.0,1222.0,1685.0,1803.0,2325.0,2412.0,1805.0,1076.0
Court St & State St,1885.0,1696.0,1429.0,705.0,1423.0,1759.0,1965.0,2280.0,2585.0,2423.0,2069.0,1355.0
Broadway & W 37 St,1877.0,1500.0,1198.0,464.0,944.0,1188.0,1639.0,2724.0,2732.0,2353.0,1861.0,1143.0
Central Park W & W 96 St,1863.0,1765.0,2221.0,1744.0,4181.0,5076.0,5353.0,3530.0,,,,
Rivington St & Chrystie St,1853.0,1851.0,1447.0,965.0,1951.0,2523.0,2867.0,3422.0,3702.0,3304.0,2373.0,1542.0
E 59 St & Madison Ave,1845.0,1590.0,1244.0,539.0,1421.0,1934.0,2301.0,2237.0,3264.0,3161.0,2575.0,1405.0
Central Park West & W 76 St,1834.0,1840.0,1887.0,1554.0,3703.0,3416.0,3380.0,4231.0,4126.0,3860.0,3376.0,2042.0
Willoughby St & Fleet St,1812.0,1639.0,1195.0,492.0,1191.0,1588.0,1595.0,1937.0,1830.0,1999.0,1587.0,1082.0
Leonard St & Church St,1801.0,1607.0,1198.0,720.0,1627.0,2277.0,2570.0,2888.0,3278.0,3281.0,2248.0,1412.0
Madison St & Clinton St,1776.0,1510.0,1544.0,867.0,1745.0,2486.0,2658.0,3128.0,3317.0,2989.0,2211.0,1425.0
E 43 St & 2 Ave,1763.0,1580.0,1466.0,901.0,2086.0,2034.0,2565.0,2982.0,3498.0,2578.0,2163.0,1447.0
W 84 St & Columbus Ave,1758.0,1566.0,1568.0,1018.0,1980.0,2564.0,4302.0,5437.0,4571.0,3894.0,3309.0,1917.0
Fulton St & William St,1724.0,1567.0,1483.0,886.0,1782.0,2189.0,2380.0,2936.0,2451.0,2601.0,2131.0,1228.0
Bond St & Fulton St,1714.0,1569.0,1415.0,1009.0,2620.0,2920.0,2609.0,2548.0,2818.0,2566.0,1991.0,1301.0
West Drive & Prospect Park West,1705.0,1362.0,2310.0,2549.0,6121.0,6288.0,5589.0,5761.0,5816.0,5123.0,4004.0,2245.0
Front St & Washington St,1693.0,1683.0,1571.0,1143.0,2884.0,2872.0,3271.0,4047.0,4460.0,4088.0,2887.0,1706.0
Vernon Blvd & 50 Ave,1690.0,1592.0,1053.0,391.0,1135.0,1513.0,1602.0,1794.0,1981.0,1724.0,1357.0,823.0
W 47 St & 6 Ave,1677.0,1526.0,1208.0,515.0,969.0,1380.0,1932.0,1801.0,1890.0,1794.0,1479.0,894.0
W 95 St & Broadway,1669.0,1477.0,1643.0,1173.0,2054.0,2847.0,3138.0,3301.0,3490.0,3285.0,2739.0,1796.0
Reade St & Broadway,1666.0,1386.0,1235.0,745.0,1420.0,2576.0,2384.0,2332.0,2493.0,2123.0,1589.0,1095.0
E 51 St & 2 Ave,1661.0,1498.0,1424.0,1145.0,2417.0,2986.0,3659.0,3859.0,3842.0,3656.0,2961.0,1708.0
St James Pl & Oliver St,1659.0,1406.0,1248.0,655.0,1140.0,1694.0,1901.0,2266.0,2645.0,2483.0,1942.0,1283.0
Clinton Ave & Myrtle Ave,1652.0,1498.0,1214.0,633.0,1229.0,1729.0,1801.0,1925.0,2102.0,2043.0,1759.0,1180.0
5 Ave & E 78 St,1650.0,1531.0,1806.0,1536.0,4409.0,4288.0,4074.0,4562.0,4421.0,4459.0,3799.0,2215.0
Berry St & N 8 St,1644.0,1624.0,1201.0,655.0,1587.0,2197.0,3005.0,3189.0,3625.0,3204.0,2501.0,1461.0
Clinton St & Joralemon St,1644.0,1499.0,1124.0,463.0,944.0,1191.0,1414.0,1666.0,1819.0,1814.0,1445.0,1106.0
E 51 St & 1 Ave,1643.0,1567.0,1811.0,1279.0,2395.0,2810.0,3115.0,3403.0,3658.0,3395.0,2581.0,1579.0
W 76 St & Columbus Ave,1642.0,1502.0,1616.0,1024.0,1991.0,3246.0,3868.0,2879.0,3257.0,3528.0,3068.0,2045.0
W 100 St & Broadway,1638.0,1404.0,1442.0,1360.0,2575.0,2785.0,3066.0,3550.0,4199.0,4152.0,3176.0,2318.0
Milton St & Franklin St,1628.0,1655.0,1580.0,1052.0,2560.0,2801.0,3247.0,4271.0,3870.0,3424.0,2422.0,1303.0
Lenox Ave & W 111 St,1607.0,1623.0,2055.0,1523.0,4197.0,5192.0,3650.0,4322.0,4039.0,3484.0,2606.0,1542.0
Lawrence St & Willoughby St,1602.0,1673.0,1365.0,635.0,1659.0,2098.0,2072.0,2343.0,2655.0,2471.0,1750.0,1174.0
Schermerhorn St & Bond St,1593.0,1403.0,1157.0,668.0,1637.0,1721.0,1945.0,2232.0,2325.0,2104.0,1605.0,1108.0
Dean St & 4 Ave,1575.0,1539.0,1226.0,514.0,1216.0,1487.0,1737.0,2162.0,2115.0,1963.0,1604.0,1057.0
Catherine St & Monroe St,1573.0,1426.0,1387.0,729.0,1330.0,1888.0,2122.0,2393.0,2629.0,2322.0,1736.0,1250.0
7 Ave & Park Pl,1569.0,1436.0,1068.0,515.0,1101.0,1547.0,1567.0,2139.0,2170.0,1902.0,1533.0,935.0
3 Ave & E 62 St,1569.0,1407.0,1269.0,845.0,1583.0,2481.0,3112.0,2822.0,2941.0,3346.0,2809.0,1530.0
Broadway & Battery Pl,1563.0,1965.0,2345.0,1126.0,2448.0,3176.0,3665.0,4146.0,4509.0,3859.0,2843.0,1578.0
Broadway & Berry St,1549.0,1413.0,1250.0,929.0,2384.0,2732.0,2780.0,1807.0,167.0,2802.0,2003.0,1185.0
Graham Ave & Conselyea St,1547.0,1433.0,1274.0,628.0,1405.0,1934.0,2077.0,1270.0,98.0,2052.0,1718.0,1008.0
Franklin St & W Broadway,1543.0,1319.0,1085.0,635.0,1270.0,1535.0,1823.0,2256.0,2649.0,2396.0,1863.0,1186.0
William St & Pine St,1527.0,1436.0,1472.0,881.0,1805.0,2401.0,2704.0,3068.0,3767.0,3932.0,2692.0,1370.0
E 81 St & York Ave,1514.0,1299.0,1461.0,1218.0,2198.0,2834.0,2973.0,2975.0,3052.0,3010.0,2488.0,1603.0
Central Park North & Adam Clayton Powell Blvd,1512.0,1364.0,2148.0,2034.0,6488.0,7830.0,6564.0,6675.0,6807.0,4935.0,3835.0,2198.0
Front St & Maiden Ln,1507.0,1289.0,1399.0,654.0,1488.0,1782.0,2157.0,2421.0,2127.0,1650.0,1315.0,883.0
2 Ave & E 96 St,1507.0,1294.0,1429.0,1174.0,2429.0,2931.0,3366.0,3678.0,3835.0,3561.0,2937.0,1927.0
DeKalb Ave & Hudson Ave,1481.0,1586.0,1231.0,576.0,1570.0,1415.0,1841.0,1916.0,2013.0,1916.0,1465.0,1002.0
Pearl St & Hanover Square,1479.0,1274.0,1477.0,887.0,1972.0,3184.0,3380.0,3797.0,3729.0,3412.0,2028.0,1456.0
S 3 St & Bedford Ave,1473.0,1401.0,1452.0,851.0,2123.0,2771.0,3072.0,3518.0,4241.0,3338.0,2423.0,1210.0
Lafayette Ave & Fort Greene Pl,1471.0,1442.0,1314.0,723.0,1674.0,1947.0,2041.0,2416.0,2695.0,2526.0,1842.0,1221.0
Park Pl & Church St,1454.0,1253.0,1076.0,498.0,1061.0,1389.0,1717.0,1894.0,2290.0,1985.0,1242.0,766.0
Maiden Ln & Pearl St,1445.0,1346.0,1306.0,939.0,1827.0,2339.0,2720.0,3086.0,2899.0,2405.0,1701.0,777.0
Madison St & Montgomery St,1437.0,1298.0,1326.0,900.0,1611.0,2076.0,2030.0,2226.0,2390.0,2249.0,1644.0,1076.0
Pike St & Monroe St,1436.0,1384.0,1361.0,966.0,2138.0,2834.0,3049.0,3182.0,3323.0,2774.0,2073.0,1337.0
E 58 St & Madison Ave,1435.0,1255.0,1027.0,522.0,1149.0,1358.0,2152.0,1932.0,3188.0,2871.0,805.0,1027.0
E 91 St & 2 Ave,1423.0,1234.0,1497.0,1258.0,2725.0,2920.0,3174.0,3267.0,3702.0,3538.0,2839.0,1887.0
E 58 St &  1 Ave (NW Corner),1423.0,1232.0,1254.0,1037.0,2470.0,2668.0,3158.0,3157.0,3441.0,3035.0,2388.0,1507.0
Division St & Bowery,1422.0,1831.0,1559.0,750.0,1441.0,2043.0,2391.0,2486.0,2727.0,2461.0,2032.0,1495.0
Plaza St West & Flatbush Ave,1409.0,1289.0,1165.0,777.0,1755.0,2057.0,1841.0,2224.0,2253.0,1727.0,1732.0,761.0
Broadway & Roebling St,1404.0,1347.0,940.0,512.0,1111.0,1509.0,1880.0,2049.0,1943.0,1642.0,1472.0,914.0
Henry St & Atlantic Ave,1397.0,1263.0,1157.0,598.0,1269.0,1577.0,1835.0,2163.0,2333.0,2196.0,1701.0,1076.0
Old Fulton St,1393.0,1321.0,1952.0,1867.0,5052.0,4963.0,4911.0,5652.0,4554.0,3253.0,2122.0,970.0
Hicks St & Montague St,1393.0,1271.0,1209.0,663.0,1546.0,1681.0,1620.0,120.0,1550.0,1848.0,1637.0,1119.0
Riverside Blvd & W 67 St,1393.0,1354.0,1682.0,1324.0,3697.0,4686.0,5062.0,5465.0,5534.0,4531.0,3433.0,1896.0
Riverside Dr & W 72 St,1385.0,1268.0,2068.0,1601.0,4048.0,5039.0,4655.0,6078.0,4910.0,4801.0,3400.0,1750.0
Spruce St & Nassau St,1382.0,1351.0,1427.0,1179.0,2127.0,2388.0,2728.0,1812.0,2901.0,2497.0,1891.0,1172.0
Columbia St & Rivington St,1352.0,1100.0,1222.0,674.0,1424.0,1784.0,1897.0,2049.0,2368.0,2228.0,1863.0,1389.0
E 47 St & 1 Ave,1348.0,1140.0,1068.0,712.0,1662.0,1991.0,2022.0,2436.0,2433.0,2176.0,1731.0,1098.0
Old Slip & Front St,1332.0,1133.0,336.0,,,,,,,,,
Bialystoker Pl & Delancey St,1329.0,1261.0,983.0,649.0,1154.0,1354.0,1481.0,1731.0,2053.0,209.0,1523.0,1027.0
E 84 St & 1 Ave,1329.0,1309.0,1648.0,1394.0,2930.0,3735.0,3955.0,3999.0,4752.0,4191.0,2245.0,2119.0
E 77 St & 3 Ave,1318.0,1180.0,1151.0,863.0,1580.0,2337.0,2483.0,2647.0,2796.0,2685.0,2156.0,1443.0
Bedford Ave & Nassau Ave,1313.0,1258.0,1273.0,835.0,2077.0,2817.0,2849.0,3919.0,3804.0,3048.0,2196.0,1289.0
Centre St & Worth St,1306.0,986.0,1132.0,516.0,1527.0,2561.0,2370.0,2311.0,2607.0,2127.0,1402.0,909.0
Leonard St & Nassau Ave,1304.0,1163.0,933.0,463.0,1007.0,1357.0,1555.0,1865.0,2035.0,1616.0,1288.0,883.0
Cadman Plaza E & Red Cross Pl,1299.0,1193.0,1023.0,539.0,1375.0,1361.0,1509.0,1506.0,1728.0,1296.0,968.0,781.0
Berkeley Pl & 7 Ave,1298.0,1246.0,1004.0,427.0,1048.0,1235.0,1413.0,518.0,37.0,1700.0,1385.0,1009.0
John St & William St,1297.0,1162.0,1123.0,768.0,1367.0,1650.0,2152.0,2551.0,2572.0,2334.0,1536.0,1013.0
Cherry St,1291.0,1207.0,1695.0,1518.0,3220.0,3559.0,3448.0,3669.0,3863.0,2892.0,2364.0,1340.0
W 84 St & Broadway,1275.0,1076.0,1249.0,863.0,1506.0,1913.0,2490.0,3795.0,3167.0,3073.0,2325.0,1511.0
E 75 St & 3 Ave,1275.0,1183.0,1119.0,760.0,1394.0,1519.0,1995.0,1950.0,2176.0,2337.0,1912.0,1258.0
5 Ave & E 63 St,1267.0,1120.0,950.0,985.0,2974.0,2571.0,2689.0,2881.0,3572.0,3608.0,2374.0,1257.0
Amsterdam Ave & W 66 St,1260.0,1153.0,946.0,552.0,1147.0,1473.0,1355.0,1558.0,1742.0,1812.0,1323.0,1006.0
DeKalb Ave & Vanderbilt Ave,1259.0,1039.0,864.0,597.0,1364.0,1952.0,2029.0,2280.0,2494.0,2302.0,1689.0,880.0
Lafayette Ave & St James Pl,1259.0,1222.0,954.0,415.0,1229.0,1729.0,1868.0,1581.0,1475.0,1449.0,1171.0,699.0
Grand Army Plaza & Plaza St West,1259.0,1078.0,2004.0,2119.0,4991.0,5544.0,4641.0,5360.0,5099.0,3932.0,2966.0,1293.0
Greenpoint Ave & Manhattan Ave,1249.0,1264.0,1085.0,651.0,,1156.0,1705.0,2067.0,2262.0,1844.0,1489.0,831.0
Cathedral Pkwy & Broadway,1249.0,1251.0,1499.0,1397.0,2432.0,2593.0,2834.0,3154.0,3473.0,3109.0,2685.0,1761.0
5 Ave & E 103 St,1245.0,1118.0,1460.0,1239.0,3270.0,3427.0,3242.0,3321.0,3394.0,3279.0,2520.0,1647.0
Market St & Cherry St,1243.0,1276.0,1080.0,697.0,1370.0,1764.0,1769.0,2110.0,2032.0,1741.0,1389.0,1068.0
Meserole Ave & Manhattan Ave,1237.0,1196.0,1061.0,665.0,1279.0,1506.0,1700.0,1822.0,1933.0,1963.0,1552.0,1059.0
Carroll St & Smith St,1229.0,999.0,850.0,400.0,874.0,950.0,1362.0,770.0,248.0,1309.0,1212.0,817.0
Grand St & Havemeyer St,1226.0,1201.0,1176.0,745.0,1682.0,2195.0,2551.0,1874.0,120.0,2415.0,1946.0,915.0
E 81 St & 2 Ave,1223.0,1147.0,1318.0,1150.0,2091.0,2681.0,3303.0,3489.0,3850.0,3455.0,2566.0,1519.0
E 88 St & 1 Ave,1217.0,1168.0,1508.0,1320.0,2723.0,3408.0,3750.0,4089.0,4245.0,4150.0,2979.0,2006.0
E 72 St & Park Ave,1215.0,973.0,922.0,652.0,1424.0,1832.0,1757.0,1893.0,2421.0,2286.0,2085.0,1154.0
Duane St & Greenwich St,1212.0,981.0,858.0,625.0,1307.0,1730.0,1711.0,2013.0,2175.0,1775.0,1229.0,823.0
Peck Slip & Front St,1212.0,,,,,,,,,,,
Water - Whitehall Plaza,1211.0,1138.0,1004.0,462.0,1534.0,1364.0,1668.0,1807.0,1673.0,1334.0,1047.0,469.0
W 74 St & Columbus Ave,1208.0,1163.0,1073.0,845.0,1585.0,1926.0,2261.0,2461.0,3071.0,2660.0,2312.0,1482.0
Montague St & Clinton St,1207.0,1135.0,975.0,435.0,1100.0,1478.0,1449.0,1793.0,2126.0,1778.0,1373.0,960.0
W Broadway & W Houston St,1207.0,952.0,878.0,781.0,2229.0,2887.0,2894.0,3375.0,3476.0,3344.0,2320.0,1413.0
Adelphi St & Myrtle Ave,1207.0,1174.0,904.0,416.0,937.0,1264.0,1338.0,1673.0,1616.0,1497.0,1237.0,904.0
Schermerhorn St & Court St,1197.0,979.0,888.0,462.0,1046.0,1204.0,1285.0,1520.0,1712.0,1539.0,1345.0,1027.0
South St & Whitehall St,1196.0,1029.0,1455.0,1362.0,2958.0,3289.0,4283.0,4848.0,4446.0,3350.0,1777.0,834.0
Avenue D & E 12 St,1196.0,826.0,927.0,558.0,1145.0,1625.0,1629.0,316.0,,,,
State St & Smith St,1191.0,1035.0,990.0,337.0,1042.0,1202.0,1564.0,1789.0,2056.0,1907.0,1478.0,1112.0
Fulton St & Waverly Ave,1182.0,1039.0,1042.0,565.0,1344.0,1746.0,1799.0,2067.0,2087.0,1801.0,1412.0,868.0
E 81 St & 3 Ave,1170.0,1080.0,1080.0,900.0,1434.0,1742.0,1949.0,1856.0,2406.0,2276.0,2038.0,1289.0
Henry St & Degraw St,1164.0,1062.0,863.0,439.0,810.0,908.0,888.0,1195.0,1203.0,1181.0,955.0,680.0
Congress St & Clinton St,1162.0,963.0,996.0,564.0,1190.0,1531.0,1653.0,1719.0,1637.0,1820.0,1297.0,866.0
Queens Plaza North & Crescent St,1155.0,1216.0,1808.0,1819.0,5222.0,5587.0,4984.0,5004.0,4868.0,4103.0,3357.0,1806.0
W 87 St & Amsterdam Ave,1151.0,1097.0,1159.0,867.0,1554.0,1906.0,2275.0,380.0,2401.0,2533.0,2219.0,1415.0
W 92 St & Broadway,1148.0,997.0,978.0,725.0,1229.0,1499.0,1709.0,2037.0,2172.0,2053.0,1684.0,1138.0
E 65 St & 2 Ave,1145.0,895.0,923.0,822.0,1656.0,2193.0,2640.0,2545.0,2742.0,2892.0,2403.0,1569.0
Macon St & Nostrand Ave,1144.0,999.0,744.0,419.0,815.0,1338.0,1324.0,1446.0,1465.0,1426.0,1074.0,756.0
E 84 St & Park Ave,1138.0,1022.0,1140.0,778.0,1410.0,1726.0,1889.0,2083.0,2741.0,2177.0,1753.0,1207.0
W 18 St & 9 Ave,1136.0,1123.0,893.0,504.0,965.0,1413.0,1678.0,1697.0,1954.0,1537.0,1191.0,813.0
Duffield St & Willoughby St,1129.0,997.0,1128.0,619.0,1506.0,1638.0,1672.0,1898.0,1947.0,2004.0,1355.0,896.0
E 89 St & 3 Ave,1129.0,1046.0,1215.0,1132.0,1966.0,2316.0,2793.0,2963.0,3553.0,2953.0,2484.0,1500.0
Hope St & Union Ave,1129.0,1068.0,1166.0,989.0,1896.0,2408.0,2561.0,3011.0,3160.0,2759.0,2002.0,1097.0
W 87 St & West End Ave,1121.0,937.0,1248.0,917.0,1842.0,2376.0,2596.0,494.0,2633.0,2669.0,2249.0,1702.0
Stanton St & Mangin St,1120.0,1067.0,1013.0,590.0,1433.0,1890.0,2066.0,2479.0,2687.0,2447.0,1607.0,759.0
Front St & Jay St,1116.0,1019.0,1025.0,665.0,1687.0,1730.0,1851.0,2467.0,2445.0,2288.0,1700.0,1129.0
Jay St & Tech Pl,1113.0,1231.0,1202.0,698.0,1767.0,2295.0,2287.0,2305.0,2876.0,2850.0,1932.0,1079.0
Atlantic Ave & Fort Greene Pl,1113.0,1159.0,1036.0,686.0,1659.0,2420.0,1975.0,2071.0,2029.0,1965.0,1547.0,1137.0
Riverside Dr & W 82 St,1108.0,967.0,1387.0,1036.0,2411.0,2760.0,2575.0,3328.0,3051.0,2593.0,1997.0,1192.0
W 106 St & Central Park West,1106.0,995.0,1303.0,1021.0,2610.0,3243.0,3461.0,4096.0,3859.0,3569.0,2761.0,1381.0
E 76 St & Park Ave,1105.0,868.0,979.0,607.0,1370.0,1817.0,1755.0,1759.0,2302.0,2268.0,2060.0,1526.0
E 56 St & Madison Ave,1094.0,999.0,817.0,370.0,951.0,1353.0,1962.0,1887.0,2106.0,2159.0,831.0,1159.0
Madison Ave & E 82 St,1093.0,1012.0,980.0,693.0,1587.0,1668.0,1767.0,2141.0,3625.0,2974.0,2428.0,1353.0
E 89 St & York Ave,1086.0,969.0,1054.0,861.0,1556.0,1808.0,2202.0,2329.0,2486.0,2691.0,2063.0,1446.0
Willoughby Ave & Hall St,1085.0,996.0,844.0,430.0,802.0,1094.0,1267.0,1407.0,1651.0,1541.0,1232.0,803.0
Lenox Ave & W 117 St,1081.0,1017.0,980.0,589.0,1298.0,1599.0,2038.0,2298.0,2609.0,2260.0,1913.0,1219.0
E 63 St & 3 Ave,1081.0,1045.0,978.0,633.0,1457.0,1930.0,2170.0,2657.0,2798.0,1775.0,869.0,1232.0
Banker St & Meserole Ave,1079.0,1024.0,814.0,341.0,933.0,1067.0,1053.0,1177.0,1247.0,1215.0,808.0,578.0
Huron St & Franklin St,1078.0,1012.0,975.0,756.0,1527.0,1904.0,2117.0,2406.0,2279.0,2129.0,1640.0,857.0
Harrison St & Hudson St,1076.0,938.0,786.0,245.0,690.0,993.0,1384.0,1452.0,1599.0,1433.0,1005.0,596.0
N 12 St & Bedford Ave,1067.0,950.0,988.0,790.0,1874.0,2399.0,2496.0,3107.0,767.0,2127.0,1552.0,816.0
Douglass St & 3 Ave,1064.0,915.0,634.0,281.0,472.0,441.0,601.0,656.0,760.0,796.0,751.0,526.0
Central Park West & W 100 St,1064.0,979.0,1463.0,1656.0,4128.0,3954.0,4430.0,2299.0,,,,
Bergen St & Flatbush Ave,1064.0,874.0,831.0,493.0,1172.0,1391.0,1691.0,612.0,2065.0,1884.0,1439.0,857.0
Nassau Ave & Russell St,1063.0,994.0,812.0,528.0,1287.0,1699.0,1768.0,1901.0,1901.0,1764.0,1301.0,757.0
Devoe St & Lorimer St,1053.0,1048.0,852.0,488.0,1234.0,1534.0,1664.0,1942.0,2040.0,1690.0,1258.0,786.0
Pleasant Ave & E 116 St,1049.0,1000.0,1150.0,955.0,1802.0,2246.0,2435.0,2408.0,3060.0,2735.0,2476.0,1664.0
Frederick Douglass Blvd & W 117 St,1042.0,1091.0,1393.0,1079.0,2262.0,3497.0,3636.0,3981.0,4338.0,3797.0,2970.0,1718.0
Broad St & Bridge St,1042.0,901.0,763.0,310.0,963.0,1214.0,1683.0,1892.0,1774.0,1616.0,1038.0,578.0
Union St & 4 Ave,1038.0,1006.0,728.0,406.0,801.0,987.0,1238.0,1345.0,1556.0,1536.0,1280.0,991.0
