,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
Pershing Square North,10734.0,9393.0,6679.0,1492.0,2838.0,4905.0,6004.0,6819.0,7738.0,7921.0,6051.0,3927.0
8 Ave & W 31 St,7851.0,6993.0,5287.0,1447.0,2625.0,4156.0,5071.0,5686.0,6258.0,5834.0,4244.0,2824.0
W 21 St & 6 Ave,7809.0,7140.0,6058.0,2646.0,5296.0,7259.0,9700.0,12215.0,13875.0,12052.0,8899.0,6242.0
E 17 St & Broadway,7447.0,6836.0,5585.0,2831.0,6035.0,7459.0,8696.0,9363.0,11264.0,10551.0,7968.0,5972.0
Broadway & E 22 St,7310.0,6284.0,5201.0,2595.0,5167.0,6822.0,8376.0,8471.0,9365.0,8210.0,6396.0,4070.0
6 Ave & W 33 St,6633.0,6104.0,4569.0,2002.0,4063.0,4959.0,6479.0,7119.0,8432.0,7490.0,6963.0,4058.0
8 Ave & W 33 St,6565.0,5909.0,4541.0,1675.0,3572.0,5533.0,6344.0,6990.0,7721.0,7041.0,5474.0,3304.0
W 41 St & 8 Ave,6438.0,5842.0,4809.0,1200.0,3030.0,4484.0,5800.0,6019.0,6631.0,6517.0,5185.0,3815.0
E 47 St & Park Ave,6191.0,5215.0,4139.0,909.0,1425.0,1889.0,2893.0,3091.0,3815.0,3499.0,2815.0,1792.0
Broadway & E 14 St,6048.0,5918.0,4608.0,2438.0,5007.0,7019.0,7690.0,8294.0,8838.0,7717.0,6536.0,4620.0
W 20 St & 11 Ave,6022.0,5474.0,3762.0,1447.0,3964.0,5509.0,5599.0,6589.0,4730.0,,,
W 31 St & 7 Ave,5907.0,5219.0,3836.0,953.0,,2395.0,4416.0,5035.0,5420.0,5558.0,4494.0,3273.0
E 13 St & Avenue A,5854.0,5368.0,4767.0,2707.0,5339.0,8648.0,9035.0,9818.0,10239.0,10519.0,7610.0,4750.0
Broadway & W 56 St,5794.0,5193.0,4217.0,2386.0,5503.0,5975.0,6848.0,7173.0,8676.0,9051.0,5773.0,3072.0
Christopher St & Greenwich St,5782.0,5161.0,4786.0,2953.0,6341.0,8886.0,10204.0,11148.0,10512.0,8745.0,6498.0,3549.0
Broadway & W 25 St,5742.0,5187.0,4429.0,2483.0,5525.0,6544.0,8389.0,8429.0,8695.0,7647.0,6152.0,3778.0
W 38 St & 8 Ave,5611.0,5054.0,4061.0,1883.0,3713.0,4719.0,1035.0,,,,,
University Pl & E 14 St,5516.0,5351.0,4266.0,1978.0,4284.0,5964.0,6619.0,7912.0,8996.0,8200.0,7023.0,4399.0
Lafayette St & E 8 St,5492.0,5301.0,3951.0,2058.0,3547.0,4798.0,5554.0,6118.0,7291.0,6670.0,4662.0,3100.0
Broadway & W 60 St,5420.0,5127.0,5361.0,3284.0,8388.0,9647.0,10092.0,10540.0,11068.0,10106.0,8097.0,4726.0
W 33 St & 7 Ave,5367.0,4631.0,3646.0,1001.0,2737.0,4276.0,5334.0,5632.0,6375.0,6046.0,5001.0,3661.0
Broadway & W 41 St,5363.0,4336.0,3263.0,1285.0,2490.0,2397.0,4024.0,4782.0,5128.0,5053.0,4066.0,2628.0
Pershing Square South,4999.0,4125.0,3125.0,715.0,1151.0,1620.0,2563.0,2976.0,4118.0,4323.0,2915.0,1773.0
W 17 St & 8 Ave,4941.0,4446.0,3337.0,1539.0,3150.0,4293.0,4880.0,5535.0,6185.0,5059.0,,1243.0
Grand St & Elizabeth St,4899.0,4573.0,4271.0,2313.0,4693.0,6290.0,7572.0,8699.0,9071.0,8231.0,6344.0,4403.0
E 32 St & Park Ave,4892.0,4501.0,3441.0,1579.0,3042.0,3669.0,4690.0,4950.0,5161.0,5274.0,3702.0,2653.0
Greenwich Ave & 8 Ave,4887.0,4696.0,3594.0,1808.0,3922.0,5522.0,6445.0,7369.0,8864.0,7756.0,5630.0,3659.0
10 Ave & W 28 St,4835.0,4532.0,3096.0,1550.0,2865.0,3808.0,4844.0,5418.0,5652.0,5601.0,4241.0,2722.0
1 Ave & E 16 St,4835.0,4388.0,4104.0,2685.0,,221.0,6138.0,7453.0,7685.0,7978.0,5390.0,3831.0
Lexington Ave & E 26 St,4778.0,4954.0,3835.0,1668.0,,3075.0,5070.0,7160.0,7979.0,6515.0,5016.0,2766.0
W 27 St & 7 Ave,4744.0,4417.0,3284.0,1196.0,2658.0,3546.0,4241.0,4600.0,5214.0,4989.0,4159.0,2679.0
W 24 St & 7 Ave,4736.0,4385.0,3841.0,2316.0,4379.0,5657.0,6352.0,6837.0,7719.0,7150.0,5538.0,3595.0
Cooper Square & Astor Pl,4698.0,4738.0,3349.0,1346.0,2619.0,3516.0,4131.0,4542.0,5733.0,5463.0,4091.0,2535.0
Great Jones St,4636.0,4462.0,2941.0,983.0,2233.0,3164.0,3704.0,4222.0,5729.0,5400.0,4140.0,2885.0
West St & Chambers St,4566.0,3939.0,5808.0,4372.0,9485.0,10895.0,12141.0,13423.0,13225.0,10425.0,7457.0,3628.0
E 20 St & 2 Ave,4543.0,4077.0,3425.0,1876.0,3737.0,6728.0,5825.0,2744.0,,3113.0,4396.0,2843.0
E 33 St & 1 Ave,4496.0,3877.0,3852.0,3039.0,5747.0,6634.0,7709.0,8238.0,9473.0,9086.0,7009.0,4400.0
E 24 St & Park Ave S,4491.0,4272.0,3212.0,1028.0,2918.0,2452.0,,,,,,
Carmine St & 6 Ave,4487.0,4092.0,3630.0,2554.0,5213.0,7177.0,8299.0,9543.0,9690.0,8430.0,5979.0,3501.0
1 Ave & E 68 St,4480.0,3885.0,4321.0,4485.0,8007.0,10956.0,11151.0,11630.0,12816.0,12158.0,9658.0,7206.0
1 Ave & E 18 St,4465.0,4119.0,3529.0,2198.0,,195.0,4690.0,6393.0,7611.0,6447.0,4675.0,3210.0
W 26 St & 8 Ave,4442.0,4066.0,3494.0,2017.0,3255.0,4249.0,5143.0,5348.0,6361.0,5701.0,4480.0,2957.0
Broadway & W 29 St,4380.0,4010.0,2876.0,1015.0,2192.0,2984.0,3894.0,4592.0,5474.0,4912.0,4243.0,2633.0
W 18 St & 6 Ave,4357.0,3943.0,2847.0,717.0,1533.0,2831.0,2910.0,,,3028.0,3604.0,2635.0
Columbus Ave & W 72 St,4344.0,3846.0,3423.0,2209.0,4307.0,4914.0,5955.0,6892.0,8000.0,7665.0,5526.0,3352.0
E 16 St & 5 Ave,4298.0,3994.0,3014.0,1086.0,2261.0,3120.0,4504.0,5697.0,5919.0,5183.0,3586.0,2474.0
9 Ave & W 22 St,4276.0,4080.0,3694.0,2411.0,4541.0,5687.0,7119.0,7919.0,8585.0,8006.0,6356.0,3852.0
E 25 St & 2 Ave,4218.0,4040.0,3479.0,1906.0,4605.0,5671.0,6221.0,2609.0,,5446.0,4939.0,3095.0
W 22 St & 10 Ave,4175.0,3859.0,3285.0,1977.0,4249.0,5436.0,6276.0,7343.0,8517.0,8154.0,5633.0,3336.0
North Moore St & Greenwich St,4175.0,3996.0,3314.0,981.0,2289.0,3311.0,3916.0,4746.0,4786.0,4771.0,2997.0,1326.0
E 39 St & 2 Ave,4169.0,3488.0,3545.0,2177.0,4256.0,5938.0,7068.0,7253.0,256.0,,,
Cleveland Pl & Spring St,4169.0,3963.0,3233.0,1687.0,3365.0,5552.0,7573.0,8434.0,9202.0,8245.0,6065.0,3985.0
W 22 St & 8 Ave,4149.0,3682.0,2977.0,1710.0,3484.0,4773.0,5361.0,5982.0,6734.0,6083.0,4885.0,3220.0
E 15 St & 3 Ave,4131.0,3699.0,3210.0,1688.0,3241.0,4624.0,4767.0,6111.0,6745.0,6356.0,4779.0,2875.0
Broadway & W 49 St,4130.0,3854.0,3255.0,1613.0,3185.0,3435.0,4140.0,4481.0,6015.0,5515.0,4385.0,2291.0
E 7 St & Avenue A,4099.0,4014.0,3107.0,1714.0,3689.0,5025.0,5340.0,5800.0,6786.0,6384.0,5371.0,3424.0
2 Ave & E 31 St,4098.0,3624.0,3462.0,2358.0,4737.0,5955.0,6548.0,7376.0,7327.0,6394.0,5454.0,3605.0
W 52 St & 6 Ave,4087.0,3630.0,2804.0,840.0,1598.0,1998.0,2562.0,2697.0,3379.0,3201.0,1950.0,1387.0
Amsterdam Ave & W 73 St,3999.0,3975.0,3362.0,2074.0,3944.0,4702.0,5795.0,5843.0,6563.0,6098.0,5082.0,3418.0
Barrow St & Hudson St,3975.0,3698.0,3200.0,1611.0,3344.0,4338.0,4612.0,5535.0,5911.0,5355.0,3934.0,2110.0
5 Ave & E 29 St,3954.0,3667.0,2923.0,1228.0,2629.0,3350.0,4659.0,5299.0,5348.0,4954.0,3888.0,2480.0
12 Ave & W 40 St,3900.0,3328.0,5029.0,4045.0,10110.0,12245.0,12664.0,14368.0,12869.0,9335.0,6569.0,2953.0
E 23 St & 1 Ave,3896.0,3637.0,3110.0,1708.0,3623.0,5099.0,5087.0,6346.0,7311.0,5781.0,4379.0,2980.0
W 15 St & 7 Ave,3865.0,3547.0,3164.0,2198.0,4222.0,5359.0,5869.0,6535.0,7123.0,6145.0,3825.0,2509.0
E 2 St & Avenue A,3859.0,3704.0,2760.0,1509.0,3108.0,3689.0,4485.0,5245.0,5982.0,5343.0,3994.0,2658.0
E 11 St & 2 Ave,3845.0,3569.0,3184.0,2004.0,3996.0,5365.0,6136.0,7349.0,7860.0,1119.0,3969.0,2878.0
W 20 St & 7 Ave,3810.0,3402.0,2773.0,1638.0,2842.0,2973.0,4859.0,5478.0,5227.0,5231.0,4016.0,2395.0
South End Ave & Liberty St,3791.0,3399.0,3849.0,2480.0,,,,,,,,
Canal St & Rutgers St,3789.0,3332.0,2797.0,1610.0,3326.0,4501.0,5776.0,6368.0,7016.0,5764.0,4548.0,3018.0
E 20 St & Park Ave,3774.0,3435.0,2586.0,1105.0,2178.0,2915.0,4059.0,4872.0,5532.0,5269.0,4001.0,2454.0
W 4 St & 7 Ave S,3772.0,3579.0,3308.0,2170.0,4416.0,6355.0,7157.0,7972.0,7577.0,7276.0,5174.0,3013.0
E 11 St & 1 Ave,3770.0,3542.0,2958.0,1656.0,3336.0,5382.0,5182.0,5872.0,6172.0,1252.0,3510.0,2514.0
Lafayette St & Jersey St,3769.0,3579.0,2794.0,1198.0,2432.0,3626.0,4837.0,5678.0,6268.0,5562.0,4350.0,2892.0
W 25 St & 6 Ave,3757.0,3570.0,2627.0,1441.0,2469.0,3348.0,4275.0,4816.0,5389.0,4962.0,3435.0,2297.0
E 10 St & Avenue A,3749.0,3711.0,3338.0,2189.0,4176.0,5270.0,6568.0,7821.0,8342.0,9370.0,6548.0,3363.0
E 6 St & Avenue B,3741.0,3591.0,2807.0,1585.0,2998.0,3934.0,4776.0,5414.0,5800.0,6199.0,2753.0,1397.0
E 4 St & 2 Ave,3726.0,3602.0,2919.0,1549.0,3062.0,4075.0,4906.0,5856.0,6278.0,5775.0,4175.0,2699.0
Clinton St & Grand St,3721.0,3484.0,3579.0,2699.0,4287.0,4987.0,5868.0,6458.0,6681.0,6339.0,5337.0,3940.0
MacDougal St & Prince St,3716.0,3272.0,2905.0,1787.0,3901.0,5567.0,5858.0,6247.0,6203.0,5838.0,4284.0,2330.0
6 Ave & W 34 St,3708.0,3257.0,2903.0,1671.0,3244.0,4323.0,6684.0,7922.0,7501.0,6960.0,2210.0,3645.0
Vesey Pl & River Terrace,3695.0,3218.0,3121.0,1535.0,3400.0,4085.0,4524.0,4860.0,5128.0,4464.0,3171.0,1645.0
E 31 St & 3 Ave,3689.0,3477.0,3146.0,2011.0,4326.0,5133.0,5883.0,6540.0,7096.0,6538.0,4781.0,3070.0
11 Ave & W 27 St,3688.0,3141.0,2456.0,1276.0,3085.0,3809.0,4602.0,4936.0,5471.0,4438.0,2994.0,1749.0
E 48 St & 5 Ave,3632.0,3159.0,2273.0,723.0,1554.0,2521.0,4036.0,3312.0,3273.0,3028.0,2599.0,2374.0
E 39 St & 3 Ave,3620.0,3394.0,2634.0,1251.0,2760.0,3432.0,4404.0,4722.0,717.0,,,
11 Ave & W 41 St,3604.0,3400.0,3508.0,2408.0,4739.0,5984.0,7196.0,7624.0,7773.0,7137.0,5623.0,3652.0
FDR Drive & E 35 St,3567.0,3072.0,3574.0,2446.0,5742.0,7212.0,9008.0,9721.0,9226.0,7273.0,5316.0,2963.0
8 Ave & W 52 St,3563.0,3147.0,3217.0,2414.0,4911.0,6290.0,6647.0,7186.0,6832.0,6278.0,4823.0,3187.0
9 Ave & W 45 St,3514.0,3327.0,3071.0,1915.0,3803.0,5165.0,5826.0,6166.0,6214.0,5614.0,4298.0,2743.0
E 33 St & 5 Ave,3492.0,3184.0,2283.0,1177.0,2342.0,3198.0,4005.0,4360.0,4874.0,4464.0,3623.0,1553.0
Allen St & Stanton St,3479.0,3261.0,2725.0,1401.0,2990.0,4041.0,5140.0,5590.0,6064.0,5512.0,4167.0,2683.0
W 34 St & 11 Ave,3475.0,3103.0,2557.0,927.0,2340.0,2768.0,3121.0,3665.0,5704.0,4856.0,3337.0,1849.0
St Marks Pl & 1 Ave,3466.0,3211.0,2581.0,1473.0,3251.0,3954.0,4689.0,5552.0,6220.0,6691.0,4998.0,2839.0
St Marks Pl & 2 Ave,3459.0,3395.0,2860.0,1621.0,3072.0,4011.0,4713.0,5669.0,6153.0,7678.0,3383.0,2007.0
W 13 St & 7 Ave,3459.0,3386.0,2558.0,1317.0,2292.0,3401.0,3672.0,4200.0,4480.0,4345.0,3375.0,2178.0
E 2 St & Avenue B,3454.0,3399.0,2759.0,1433.0,2953.0,4169.0,5009.0,5752.0,6534.0,5854.0,4342.0,2792.0
W 49 St & 8 Ave,3431.0,3235.0,3055.0,1740.0,3297.0,4388.0,5496.0,5815.0,6695.0,7130.0,4806.0,3102.0
Central Park S & 6 Ave,3421.0,2983.0,3694.0,2847.0,7702.0,8188.0,7878.0,7938.0,8529.0,8471.0,5494.0,2928.0
Washington St & Gansevoort St,3418.0,3153.0,2782.0,1232.0,2924.0,3446.0,4470.0,5382.0,6199.0,5453.0,3484.0,2120.0
Grand Army Plaza & Central Park S,3410.0,3236.0,3140.0,2249.0,6092.0,6328.0,6668.0,7005.0,3361.0,957.0,5553.0,3291.0
W 42 St & 8 Ave,3406.0,3243.0,2264.0,947.0,1969.0,2926.0,3497.0,3948.0,4246.0,3990.0,2947.0,2181.0
E 53 St & Lexington Ave,3378.0,2919.0,2747.0,918.0,1211.0,2744.0,2960.0,3068.0,3356.0,3198.0,2084.0,1313.0
Norfolk St & Broome St,3352.0,3088.0,2794.0,1785.0,3585.0,4683.0,4987.0,5299.0,5884.0,5054.0,3970.0,2757.0
E 2 St & 2 Ave,3303.0,3220.0,2247.0,1360.0,2513.0,3356.0,4071.0,4654.0,5089.0,4526.0,3178.0,1918.0
11 Ave & W 59 St,3300.0,2940.0,3027.0,1863.0,2098.0,2341.0,4714.0,5650.0,5751.0,4411.0,3220.0,2034.0
W 45 St & 8 Ave,3294.0,3147.0,2343.0,1299.0,2482.0,2616.0,3284.0,3712.0,3710.0,3662.0,2884.0,1872.0
Gansevoort St & Hudson St,3283.0,3192.0,2509.0,1022.0,2424.0,3115.0,4615.0,5057.0,5637.0,4952.0,3673.0,1873.0
1 Ave & E 62 St,3237.0,2711.0,2941.0,2005.0,4723.0,6523.0,6836.0,6843.0,7389.0,6683.0,5216.0,3443.0
W 15 St & 6 Ave,3205.0,3040.0,2575.0,1165.0,2577.0,3338.0,4689.0,5543.0,6714.0,6060.0,4154.0,2865.0
W 43 St & 10 Ave,3198.0,2844.0,2625.0,1907.0,3550.0,4608.0,5525.0,6934.0,7129.0,6707.0,5487.0,3630.0
Allen St & Hester St,3184.0,2946.0,2570.0,1328.0,2752.0,4057.0,4604.0,5186.0,5648.0,5250.0,4015.0,2665.0
Forsyth St & Broome St,3175.0,2757.0,2136.0,938.0,2042.0,2808.0,3469.0,4072.0,4564.0,4006.0,3336.0,2178.0
W 47 St & 10 Ave,3171.0,2874.0,2574.0,2139.0,3913.0,4604.0,5696.0,6339.0,5954.0,5576.0,4531.0,3118.0
Mercer St & Bleecker St,3165.0,3095.0,2512.0,950.0,2258.0,3408.0,3768.0,4262.0,4609.0,4230.0,3399.0,2238.0
6 Ave & Broome St,3154.0,3008.0,2776.0,1553.0,3442.0,4551.0,4846.0,5446.0,5103.0,4766.0,3646.0,2449.0
E 12 St & 3 Ave,3133.0,3390.0,2511.0,1317.0,2460.0,2932.0,3399.0,3282.0,4361.0,5612.0,3457.0,1997.0
E 25 St & 1 Ave,3133.0,2721.0,2094.0,1016.0,2088.0,2564.0,3114.0,4694.0,5376.0,4140.0,3167.0,1991.0
Liberty St & Broadway,3130.0,2788.0,2443.0,1188.0,2401.0,3242.0,3804.0,3783.0,,,,
E 43 St & 5 Ave,3111.0,2701.0,1931.0,400.0,889.0,1344.0,2215.0,2235.0,2559.0,2242.0,1857.0,1573.0
Allen St & Rivington St,3098.0,2777.0,2623.0,1421.0,3029.0,4457.0,5086.0,5330.0,5785.0,5361.0,4051.0,2591.0
Centre St & Chambers St,3089.0,2712.0,2571.0,2176.0,5745.0,5185.0,1939.0,4134.0,4669.0,3937.0,3233.0,2037.0
1 Ave & E 78 St,3061.0,2907.0,2921.0,2320.0,4730.0,6090.0,6690.0,6880.0,7465.0,6624.0,5252.0,3505.0
W 55 St & 6 Ave,3058.0,2809.0,2227.0,1187.0,2421.0,3178.0,4360.0,4122.0,5025.0,4886.0,3846.0,2492.0
E 20 St & FDR Drive,3053.0,2767.0,2350.0,1485.0,2734.0,3925.0,4103.0,4038.0,4240.0,3774.0,2962.0,2324.0
W 26 St & 10 Ave,3032.0,2655.0,2059.0,711.0,1561.0,2219.0,2713.0,2958.0,3773.0,3547.0,2679.0,1582.0
W 13 St & 5 Ave,3013.0,3151.0,2302.0,741.0,1660.0,2287.0,2976.0,3407.0,4272.0,4255.0,3531.0,2408.0
W 20 St & 8 Ave,2978.0,2872.0,2450.0,1519.0,3044.0,4183.0,4698.0,5121.0,5652.0,4954.0,4112.0,2395.0
Broadway & W 38 St,2975.0,2691.0,1931.0,971.0,1641.0,2097.0,2955.0,2540.0,3308.0,3145.0,2926.0,1918.0
W 11 St & 6 Ave,2973.0,2812.0,2255.0,1235.0,2364.0,3430.0,3723.0,3027.0,3576.0,3531.0,2835.0,1666.0
W 16 St & The High Line,2970.0,2747.0,2172.0,895.0,1846.0,2498.0,2953.0,3108.0,3232.0,3835.0,2844.0,1906.0
Lispenard St & Broadway,2966.0,2587.0,1820.0,869.0,1815.0,2621.0,2939.0,3358.0,3830.0,3595.0,2550.0,1574.0
E 11 St & Avenue B,2930.0,2672.0,2196.0,1157.0,2426.0,3012.0,4130.0,4756.0,5443.0,832.0,3086.0,2407.0
Broadway & W 51 St,2914.0,2372.0,1916.0,778.0,1422.0,1590.0,2210.0,2568.0,3358.0,3178.0,2529.0,1562.0
7 Ave & Central Park South,2909.0,2791.0,2878.0,2077.0,5268.0,5223.0,4556.0,5219.0,6700.0,6010.0,4736.0,2551.0
E 30 St & Park Ave S,2905.0,2634.0,2125.0,902.0,2511.0,2709.0,3073.0,3159.0,3590.0,3338.0,2531.0,1396.0
E 16 St & Irving Pl,2899.0,2414.0,1852.0,722.0,1389.0,1863.0,2261.0,2341.0,2780.0,2554.0,1873.0,1244.0
9 Ave & W 28 St,2892.0,2777.0,2513.0,1633.0,2800.0,3719.0,4206.0,4545.0,4925.0,4553.0,3704.0,2409.0
Mott St & Prince St,2875.0,2601.0,2410.0,1835.0,3518.0,4898.0,5982.0,6909.0,7147.0,6253.0,4560.0,3035.0
1 Ave & E 30 St,2863.0,2580.0,2286.0,1802.0,3274.0,4032.0,3853.0,4057.0,4818.0,4123.0,3780.0,2980.0
W 37 St & 10 Ave,2862.0,2674.0,2601.0,1995.0,3785.0,4442.0,5321.0,5865.0,5961.0,5159.0,3930.0,2564.0
Fulton St & Broadway,2860.0,2486.0,2016.0,955.0,2068.0,2943.0,3647.0,4114.0,6167.0,5348.0,3822.0,2170.0
Metropolitan Ave & Bedford Ave,2859.0,2670.0,2377.0,1311.0,2599.0,3280.0,4005.0,4400.0,5020.0,4511.0,3594.0,2366.0
LaGuardia Pl & W 3 St,2843.0,3558.0,2478.0,1491.0,,2302.0,3923.0,4878.0,5715.0,4865.0,3654.0,2197.0
University Pl & E 8 St,2840.0,3484.0,2707.0,1443.0,3128.0,4684.0,4554.0,4412.0,5662.0,5315.0,5220.0,2892.0
E 58 St & 3 Ave,2825.0,2493.0,2276.0,1395.0,3290.0,4389.0,5417.0,5675.0,5887.0,5220.0,4434.0,3075.0
Forsyth St & Canal St,2801.0,2501.0,2403.0,1500.0,3900.0,4716.0,4799.0,5289.0,5769.0,4780.0,3706.0,2569.0
W 44 St & 5 Ave,2798.0,2544.0,1890.0,546.0,1197.0,1974.0,2480.0,2705.0,3059.0,2746.0,2244.0,1690.0
E 55 St & 2 Ave,2785.0,2684.0,2456.0,1543.0,3375.0,3740.0,4007.0,4015.0,4966.0,4850.0,3884.0,2566.0
E 27 St & 1 Ave,2783.0,2481.0,2389.0,2213.0,3718.0,4409.0,5077.0,5968.0,6963.0,6138.0,5174.0,4145.0
Hanson Pl & Ashland Pl,2772.0,2390.0,1834.0,625.0,1547.0,2313.0,2701.0,2733.0,3391.0,3258.0,2863.0,2007.0
Central Park West & W 72 St,2767.0,2669.0,3095.0,2474.0,6395.0,6942.0,6676.0,7296.0,8033.0,6954.0,5806.0,3397.0
E 19 St & 3 Ave,2765.0,2570.0,2162.0,1134.0,2217.0,3506.0,3913.0,5397.0,7042.0,5341.0,3556.0,2333.0
W 63 St & Broadway,2762.0,2503.0,2039.0,1218.0,2480.0,3307.0,3907.0,4245.0,4926.0,4624.0,3831.0,2425.0
Broadway & W 53 St,2753.0,2508.0,2140.0,1257.0,1880.0,2415.0,2928.0,3445.0,2901.0,3876.0,2619.0,2133.0
E 2 St & Avenue C,2749.0,2591.0,2242.0,1343.0,2234.0,3115.0,3116.0,3819.0,3942.0,3504.0,2880.0,2021.0
E 9 St & Avenue C,2744.0,2524.0,2212.0,1082.0,2141.0,2746.0,3465.0,4073.0,4027.0,2409.0,,1317.0
N 6 St & Bedford Ave,2730.0,2561.0,1899.0,844.0,1870.0,2735.0,3761.0,3970.0,4277.0,3897.0,3185.0,1827.0
Howard St & Centre St,2706.0,2475.0,1883.0,791.0,1645.0,2508.0,3022.0,3682.0,4152.0,3578.0,2760.0,1840.0
W 52 St & 11 Ave,2698.0,2323.0,3020.0,1866.0,4362.0,5531.0,4725.0,1945.0,108.0,3738.0,2985.0,1249.0
Lexington Ave & E 29 St,2696.0,2628.0,2343.0,1363.0,,2281.0,4058.0,4111.0,4311.0,4035.0,3322.0,2158.0
Sullivan St & Washington Sq,2674.0,1941.0,2012.0,1165.0,3907.0,5181.0,4031.0,4902.0,5067.0,4405.0,3122.0,1611.0
Henry St & Grand St,2674.0,2471.0,2281.0,1413.0,2653.0,3538.0,3986.0,4171.0,4749.0,4804.0,3596.0,2908.0
W 52 St & 5 Ave,2670.0,2329.0,1778.0,482.0,948.0,1613.0,,,,,,
Stanton St & Chrystie St,2659.0,2677.0,2114.0,1275.0,2635.0,2934.0,3712.0,4262.0,4675.0,3951.0,3347.0,2004.0
W 37 St & 5 Ave,2650.0,2557.0,2145.0,794.0,1733.0,2193.0,2663.0,3027.0,3244.0,3059.0,2459.0,1701.0
Amsterdam Ave & W 79 St,2620.0,2271.0,2032.0,1285.0,2577.0,3279.0,3766.0,859.0,,,,
Central Park West & W 68 St,2610.0,2514.0,2662.0,2394.0,5831.0,6069.0,5928.0,7057.0,8101.0,6701.0,4995.0,2856.0
W 40 St & 5 Ave,2598.0,2262.0,1855.0,818.0,2104.0,2572.0,3327.0,3554.0,3779.0,3400.0,3335.0,2236.0
Suffolk St & Stanton St,2595.0,2640.0,2254.0,1363.0,2899.0,4335.0,4368.0,4986.0,5530.0,5194.0,4064.0,2489.0
Barclay St & Church St,2590.0,2192.0,1553.0,664.0,1207.0,1722.0,1993.0,2104.0,2376.0,2188.0,1551.0,999.0
Greenwich St & W Houston St,2589.0,2401.0,2381.0,1114.0,2332.0,3077.0,3742.0,4481.0,5042.0,4873.0,3559.0,1986.0
E 45 St & 3 Ave,2570.0,2290.0,1795.0,909.0,1964.0,2468.0,2643.0,2810.0,2819.0,2468.0,1897.0,1343.0
W 59 St & 10 Ave,2549.0,2355.0,2414.0,1844.0,3057.0,3614.0,4338.0,4045.0,5131.0,5318.0,4338.0,2803.0
W 45 St & 6 Ave,2546.0,2546.0,1800.0,827.0,1900.0,2125.0,2501.0,2889.0,3059.0,2937.0,1113.0,
W 46 St & 11 Ave,2541.0,2284.0,2357.0,1371.0,2980.0,3706.0,4126.0,4829.0,4751.0,3664.0,2640.0,1335.0
1 Ave & E 44 St,2507.0,2302.0,1880.0,1133.0,2759.0,2970.0,3166.0,3196.0,2762.0,2505.0,1964.0,1269.0
Bank St & Hudson St,2498.0,2240.0,2107.0,1449.0,2853.0,3910.0,4439.0,4529.0,4767.0,4378.0,3361.0,2098.0
E 47 St & 2 Ave,2488.0,2304.0,1871.0,953.0,1948.0,2183.0,2875.0,3066.0,3354.0,2962.0,2200.0,1457.0
Perry St & Bleecker St,2481.0,2146.0,2051.0,1360.0,2825.0,3871.0,4324.0,5136.0,5452.0,4846.0,3315.0,1865.0
W 67 St & Broadway,2460.0,2070.0,1737.0,824.0,1525.0,2325.0,3319.0,3458.0,4048.0,3536.0,2976.0,2055.0
W 56 St & 10 Ave,2457.0,2099.0,1946.0,1266.0,2373.0,3390.0,3576.0,3797.0,4070.0,3432.0,2460.0,1524.0
E 72 St & York Ave,2429.0,2153.0,2234.0,1876.0,3119.0,4701.0,4788.0,4817.0,5075.0,4964.0,4170.0,3280.0
W Broadway & Spring St,2425.0,2025.0,1805.0,1109.0,,1810.0,3553.0,3714.0,4057.0,3537.0,2424.0,1508.0
E 10 St & 5 Ave,2418.0,2476.0,1862.0,1037.0,2323.0,3472.0,3516.0,3460.0,4302.0,3052.0,,
Greenwich Ave & Charles St,2391.0,2148.0,1827.0,1086.0,2532.0,3368.0,4059.0,4691.0,4833.0,4524.0,3199.0,1731.0
W 35 St & Dyer Ave,2381.0,2163.0,1892.0,1043.0,2120.0,2257.0,2896.0,3337.0,3603.0,2613.0,1904.0,1046.0
W 70 St & Amsterdam Ave,2365.0,2092.0,2258.0,1668.0,2774.0,3518.0,4173.0,4225.0,4934.0,4481.0,3874.0,2605.0
Mercer St & Spring St,2357.0,2128.0,1551.0,653.0,1618.0,2364.0,3567.0,4315.0,4714.0,4106.0,2954.0,2134.0
Murray St & Greenwich St,2329.0,2232.0,2427.0,1893.0,3085.0,3832.0,4038.0,4629.0,4435.0,4057.0,2920.0,2269.0
Washington Pl & 6 Ave,2328.0,2140.0,1880.0,1190.0,2420.0,3701.0,3739.0,4074.0,4638.0,4290.0,3034.0,1763.0
Murray St & West St,2325.0,2120.0,2034.0,983.0,1760.0,2131.0,2499.0,2750.0,3276.0,3177.0,2483.0,1323.0
Pier 40 - Hudson River Park,2313.0,2101.0,3889.0,3561.0,7969.0,9491.0,10554.0,11503.0,10935.0,8526.0,6147.0,2816.0
Washington Pl & Broadway,2299.0,2606.0,1837.0,680.0,1454.0,2228.0,2399.0,3229.0,3849.0,3444.0,2876.0,1730.0
1 Ave & E 5 St,2295.0,2383.0,2211.0,1477.0,2761.0,3918.0,4506.0,5156.0,5239.0,5083.0,3966.0,2648.0
W 53 St & 10 Ave,2293.0,2433.0,2186.0,1625.0,3035.0,4240.0,5356.0,7359.0,8148.0,5079.0,3917.0,2323.0
6 Ave & Canal St,2275.0,1902.0,1490.0,685.0,1396.0,1835.0,2148.0,2262.0,2646.0,2313.0,1550.0,962.0
