,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
46 Ave & 5 St,1013.0,879.0,999.0,905.0,2477.0,2968.0,2759.0,2923.0,3003.0,2306.0,1814.0,862.0
Fulton St & Waverly Ave,1011.0,969.0,968.0,568.0,1293.0,1761.0,1709.0,1945.0,1980.0,1803.0,1384.0,866.0
E 84 St & Park Ave,1010.0,910.0,1019.0,676.0,1348.0,1623.0,1762.0,2038.0,2762.0,2189.0,1753.0,1207.0
5 Ave & 3 St,1001.0,954.0,921.0,488.0,1099.0,1537.0,1630.0,2142.0,2245.0,2125.0,1731.0,1132.0
Frederick Douglass Blvd & W 112 St,1001.0,913.0,1252.0,1224.0,2175.0,2872.0,3040.0,3177.0,3727.0,3408.0,2662.0,1561.0
E 102 St & 1 Ave,999.0,936.0,1050.0,1079.0,2742.0,3148.0,2964.0,3088.0,3198.0,2555.0,1887.0,1303.0
3 Ave & Schermerhorn St,990.0,952.0,1024.0,859.0,1968.0,2247.0,2273.0,2428.0,2364.0,2025.0,1523.0,1027.0
E 97 St & Madison Ave,986.0,871.0,1035.0,1040.0,2420.0,2815.0,2624.0,2636.0,3392.0,2749.0,2281.0,1425.0
McGuinness Blvd & Eagle St,983.0,949.0,905.0,746.0,1979.0,2215.0,2159.0,1644.0,538.0,1771.0,1474.0,827.0
W 106 St & Central Park West,980.0,847.0,1238.0,1004.0,2583.0,3007.0,3337.0,4091.0,3835.0,3636.0,2700.0,1349.0
E 82 St & East End Ave,975.0,803.0,950.0,733.0,1705.0,1706.0,1671.0,1917.0,2023.0,2085.0,1709.0,1097.0
E 85 St & York Ave,974.0,845.0,954.0,763.0,1490.0,1560.0,1887.0,1947.0,2148.0,2244.0,2145.0,1163.0
W 87 St & West End Ave,972.0,839.0,1191.0,848.0,1801.0,2184.0,2300.0,472.0,2596.0,2636.0,2073.0,1447.0
Atlantic Ave & Furman St,969.0,839.0,1598.0,1386.0,3533.0,3874.0,4532.0,5006.0,4275.0,3146.0,2235.0,1002.0
Driggs Ave & N Henry St,967.0,904.0,801.0,521.0,1042.0,1638.0,1831.0,1920.0,1905.0,1578.0,1192.0,710.0
E 68 St & 3 Ave,956.0,870.0,834.0,633.0,1073.0,1510.0,1828.0,1703.0,1978.0,764.0,874.0,1029.0
E 91 St & Park Ave,941.0,857.0,880.0,627.0,997.0,996.0,1270.0,1390.0,1865.0,1810.0,1649.0,1155.0
Washington Ave & Park Ave,941.0,960.0,815.0,412.0,781.0,1068.0,1074.0,1209.0,1439.0,1384.0,965.0,676.0
Roebling St & N 4 St,939.0,807.0,839.0,616.0,1462.0,1868.0,2101.0,2878.0,3603.0,2234.0,1609.0,836.0
Willoughby Ave & Hall St,936.0,922.0,813.0,410.0,806.0,1106.0,1251.0,1407.0,1605.0,1537.0,1230.0,791.0
Bus Slip & State St,931.0,790.0,968.0,802.0,2141.0,2030.0,2374.0,2517.0,2574.0,1896.0,1209.0,481.0
Lenox Ave & W 126 St,928.0,804.0,1012.0,888.0,1983.0,2692.0,3152.0,3445.0,3487.0,3008.0,2376.0,1557.0
Plaza St West & Flatbush Ave,926.0,871.0,916.0,734.0,1746.0,2050.0,1770.0,2061.0,2173.0,1634.0,1467.0,735.0
Emerson Pl & Myrtle Ave,924.0,1012.0,890.0,450.0,1026.0,1510.0,1696.0,1718.0,1954.0,1718.0,1494.0,857.0
Baltic St & 5 Ave,923.0,909.0,806.0,460.0,863.0,1127.0,1488.0,2182.0,1985.0,1636.0,1346.0,815.0
Nassau St & Navy St,922.0,747.0,889.0,638.0,1412.0,1448.0,1636.0,1655.0,1618.0,1486.0,1211.0,817.0
Carroll St & 5 Ave,921.0,767.0,758.0,336.0,694.0,1000.0,1183.0,1506.0,1510.0,1418.0,1178.0,842.0
Cathedral Pkwy & Broadway,915.0,995.0,1446.0,1325.0,2264.0,2588.0,2835.0,3093.0,3489.0,3112.0,2668.0,1737.0
Douglass St & 4 Ave,912.0,797.0,764.0,344.0,636.0,645.0,896.0,1057.0,1069.0,1051.0,803.0,547.0
Nassau Ave & Russell St,907.0,910.0,802.0,496.0,1297.0,1732.0,1785.0,1945.0,1908.0,1788.0,1307.0,750.0
Nassau Ave & Newell St,906.0,940.0,742.0,485.0,977.0,1363.0,1292.0,1510.0,1590.0,1498.0,1226.0,720.0
Perry St & Greenwich Ave,904.0,1058.0,894.0,694.0,1679.0,2287.0,2643.0,2888.0,3288.0,2931.0,2249.0,1168.0
St James Pl & Pearl St,898.0,804.0,794.0,479.0,1071.0,1197.0,1188.0,1348.0,1504.0,1292.0,965.0,630.0
31 St & Broadway,896.0,788.0,846.0,614.0,1226.0,1576.0,1788.0,1881.0,1978.0,1746.0,1223.0,775.0
W 100 St & Manhattan Ave,895.0,913.0,996.0,797.0,1424.0,1639.0,2325.0,3386.0,3573.0,3440.0,2891.0,1900.0
DeKalb Ave & Vanderbilt Ave,891.0,851.0,808.0,580.0,1371.0,1946.0,1997.0,2290.0,2490.0,2306.0,1668.0,873.0
5 Ave & E 93 St,867.0,811.0,1123.0,919.0,2422.0,2193.0,2009.0,2058.0,2462.0,2253.0,2003.0,1131.0
31 St & 23 Ave,865.0,794.0,752.0,561.0,1339.0,1677.0,1894.0,1926.0,1883.0,1549.0,1159.0,770.0
West End Ave & W 94 St,863.0,687.0,1060.0,976.0,2180.0,2468.0,2563.0,2952.0,3129.0,2687.0,2008.0,1130.0
W 90 St & Amsterdam Ave,859.0,766.0,861.0,683.0,1286.0,1714.0,1903.0,2505.0,2132.0,2037.0,1512.0,1135.0
Riverside Dr & W 78 St,856.0,570.0,965.0,858.0,2270.0,2382.0,2544.0,3434.0,3496.0,2103.0,1470.0,661.0
Stagg St & Union Ave,848.0,833.0,929.0,746.0,1904.0,2285.0,2501.0,3060.0,3092.0,2802.0,1958.0,1124.0
3 St & 7 Ave,841.0,718.0,595.0,339.0,919.0,998.0,1048.0,1252.0,1754.0,1622.0,1177.0,945.0
Warren St & Court St,840.0,644.0,643.0,286.0,590.0,753.0,943.0,1137.0,1265.0,986.0,939.0,647.0
Carroll St & 6 Ave,840.0,791.0,600.0,304.0,693.0,722.0,810.0,1333.0,1546.0,1265.0,1007.0,627.0
Degraw St & Smith St,839.0,749.0,719.0,279.0,787.0,892.0,1150.0,1597.0,1826.0,1328.0,992.0,599.0
Henry St & Middagh St,835.0,720.0,728.0,469.0,986.0,1155.0,1114.0,1358.0,1373.0,1152.0,945.0,380.0
E 110 St & Madison Ave,835.0,872.0,1003.0,826.0,2029.0,2747.0,2805.0,2982.0,3030.0,2568.0,2046.0,1101.0
Smith St & 9 St,834.0,696.0,645.0,301.0,609.0,658.0,887.0,929.0,1026.0,863.0,730.0,437.0
Cumberland St & Lafayette Ave,833.0,817.0,678.0,526.0,1130.0,1490.0,1356.0,1609.0,1771.0,1532.0,1344.0,693.0
3 Ave & E 72 St,828.0,705.0,755.0,647.0,1459.0,1550.0,1798.0,1984.0,2144.0,1974.0,1559.0,1121.0
S Portland Ave & Hanson Pl,827.0,829.0,638.0,361.0,915.0,1244.0,1164.0,1381.0,1529.0,1397.0,1067.0,718.0
3 St & 3 Ave,827.0,790.0,818.0,386.0,649.0,765.0,945.0,1115.0,1162.0,1066.0,860.0,651.0
Washington Park,823.0,710.0,659.0,528.0,1429.0,1808.0,1551.0,1983.0,2079.0,1739.0,1340.0,597.0
E 88 St & Park Ave,819.0,743.0,833.0,665.0,1137.0,1279.0,1448.0,1507.0,1868.0,1735.0,1429.0,1280.0
E 78 St & 2 Ave,819.0,746.0,810.0,753.0,1462.0,1541.0,1848.0,2080.0,2246.0,2128.0,1575.0,1091.0
Monroe St & Bedford Ave,819.0,796.0,619.0,455.0,944.0,1307.0,1318.0,1621.0,1469.0,1444.0,1118.0,743.0
E 58 St & 1 Ave (NE Corner),817.0,772.0,753.0,581.0,1189.0,1203.0,1512.0,1447.0,1602.0,1181.0,1163.0,782.0
Central Park West & W 82 St,812.0,,,,,,,,,,,
Carlton Ave & Dean St,809.0,765.0,644.0,415.0,979.0,1341.0,1470.0,2060.0,2027.0,1684.0,1262.0,729.0
Dean St & Franklin Ave,807.0,833.0,812.0,568.0,1326.0,1601.0,1757.0,1963.0,2110.0,1867.0,1332.0,922.0
DeKalb Ave & S Portland Ave,801.0,747.0,896.0,625.0,2028.0,2736.0,3023.0,3241.0,3296.0,2648.0,1944.0,998.0
Graham Ave & Grand St,800.0,722.0,879.0,654.0,1540.0,1815.0,2042.0,2464.0,2839.0,2098.0,1566.0,919.0
Franklin St & Dupont St,798.0,768.0,825.0,734.0,1833.0,2279.0,2463.0,2903.0,2930.0,2266.0,1749.0,972.0
E 67 St & Park Ave,796.0,781.0,692.0,387.0,701.0,775.0,774.0,838.0,1104.0,1356.0,1157.0,586.0
S 4 St & Rodney St,796.0,715.0,746.0,577.0,1334.0,1814.0,1877.0,1987.0,2135.0,1828.0,1404.0,778.0
Johnson St & Gold St,794.0,748.0,822.0,526.0,1370.0,1630.0,1824.0,2035.0,1872.0,1239.0,1305.0,848.0
2 Ave & E 104 St,788.0,641.0,696.0,573.0,1260.0,1539.0,1607.0,1605.0,1963.0,1655.0,1340.0,732.0
34 Ave & 38 St,788.0,817.0,723.0,475.0,1004.0,1254.0,1288.0,1442.0,1597.0,1549.0,1112.0,716.0
Bedford Ave & Bergen St,787.0,715.0,836.0,819.0,1639.0,2173.0,2336.0,2345.0,2479.0,2065.0,1483.0,922.0
Lafayette Ave & Classon Ave,784.0,761.0,692.0,391.0,1039.0,1513.0,1773.0,1718.0,1656.0,1459.0,988.0,648.0
Front St & Gold St,782.0,792.0,790.0,420.0,889.0,951.0,1119.0,1337.0,1360.0,1272.0,1041.0,682.0
Madison Ave & E 99 St,778.0,682.0,704.0,949.0,1937.0,2135.0,2183.0,2098.0,2436.0,2003.0,1703.0,1109.0
6 Ave & 9 St,777.0,771.0,614.0,241.0,588.0,667.0,716.0,850.0,1032.0,1125.0,1000.0,601.0
E 103 St & Lexington Ave,772.0,705.0,738.0,509.0,1051.0,1464.0,1824.0,1775.0,1844.0,1662.0,1192.0,814.0
3 St & Prospect Park West,770.0,653.0,1073.0,1249.0,3347.0,3492.0,3115.0,3570.0,3227.0,2714.0,2057.0,1024.0
Park Pl & Vanderbilt Ave,769.0,679.0,823.0,669.0,1333.0,1580.0,1569.0,1959.0,2156.0,1988.0,1560.0,857.0
W 106 St & Amsterdam Ave,768.0,685.0,830.0,705.0,1272.0,1429.0,1666.0,1956.0,2189.0,2080.0,1718.0,1116.0
Lenox Ave & W 130 St,768.0,827.0,1055.0,1170.0,1699.0,1634.0,1461.0,1479.0,1538.0,1335.0,1010.0,639.0
44 Dr & Jackson Ave,766.0,617.0,889.0,723.0,1747.0,2346.0,2234.0,2398.0,2063.0,1836.0,1364.0,677.0
31 St & Newtown Ave,765.0,764.0,828.0,570.0,1249.0,1644.0,1837.0,2155.0,2158.0,1883.0,1501.0,910.0
Bergen St & Vanderbilt Ave,762.0,842.0,814.0,534.0,1455.0,1715.0,1948.0,2348.0,2558.0,2330.0,1738.0,837.0
Scholes St & Manhattan Ave,757.0,731.0,778.0,535.0,1312.0,1930.0,2243.0,2735.0,2464.0,2230.0,1600.0,891.0
14 St & 5 Ave,756.0,707.0,799.0,549.0,1212.0,1320.0,1425.0,1618.0,1776.0,1392.0,1176.0,780.0
1 Ave & E 94 St,752.0,638.0,950.0,957.0,2012.0,2788.0,2664.0,2915.0,2858.0,2537.0,1903.0,1364.0
E 60 St & York Ave,752.0,707.0,875.0,748.0,1448.0,1396.0,1658.0,1662.0,1371.0,1079.0,1025.0,722.0
Frederick Douglass Blvd & W 115 St,746.0,689.0,879.0,850.0,1717.0,2260.0,2438.0,2537.0,2602.0,2311.0,1935.0,1043.0
44 Dr & 21 St,744.0,642.0,504.0,239.0,728.0,851.0,911.0,884.0,1434.0,1182.0,1047.0,604.0
Laight St & Hudson St,742.0,659.0,667.0,348.0,625.0,813.0,928.0,1070.0,1050.0,1039.0,885.0,434.0
Franklin Ave & Empire Blvd,738.0,697.0,1066.0,1376.0,3854.0,3870.0,3836.0,3597.0,2797.0,,,
Carlton Ave & Flushing Ave,731.0,751.0,628.0,328.0,694.0,735.0,762.0,860.0,1015.0,917.0,770.0,549.0
1 Ave & E 110 St,730.0,661.0,809.0,549.0,1406.0,1905.0,2089.0,1951.0,2177.0,1908.0,1478.0,976.0
Clinton St & Union St,725.0,642.0,632.0,278.0,582.0,677.0,811.0,931.0,1350.0,1116.0,964.0,628.0
Bayard St & Leonard St,724.0,723.0,618.0,304.0,969.0,1254.0,1414.0,1747.0,1483.0,1221.0,1082.0,529.0
Pacific St & Nevins St,724.0,718.0,642.0,387.0,789.0,1010.0,899.0,1018.0,1327.0,1261.0,902.0,652.0
Columbia St & Degraw St,722.0,643.0,720.0,552.0,1047.0,964.0,1055.0,1389.0,1623.0,1401.0,753.0,436.0
Grand Ave & Bergen St,721.0,702.0,557.0,345.0,686.0,996.0,1060.0,1155.0,1331.0,1235.0,941.0,555.0
President St & Henry St,719.0,610.0,502.0,269.0,527.0,579.0,650.0,705.0,980.0,883.0,733.0,451.0
Kingsland Ave & Nassau Ave,715.0,633.0,568.0,252.0,530.0,960.0,948.0,1316.0,1427.0,1353.0,1145.0,702.0
E 93 St & 2 Ave,715.0,643.0,703.0,590.0,1158.0,1343.0,1385.0,1510.0,1828.0,1697.0,1463.0,969.0
India St & West St,714.0,741.0,720.0,207.0,1311.0,1671.0,1926.0,2084.0,2076.0,1722.0,1281.0,667.0
Driggs Ave & Lorimer St,713.0,683.0,734.0,585.0,1569.0,2071.0,2048.0,788.0,551.0,1501.0,1215.0,630.0
Lexington Ave & E 111 St,712.0,700.0,676.0,540.0,883.0,1236.0,1394.0,1569.0,1650.0,1474.0,1163.0,850.0
Carlton Ave & Park Ave,711.0,718.0,480.0,235.0,523.0,825.0,796.0,921.0,887.0,742.0,613.0,431.0
Bond St & Bergen St,700.0,621.0,610.0,413.0,821.0,1025.0,1169.0,1412.0,1350.0,1152.0,1021.0,656.0
St. Nicholas Ave & W 126 St,694.0,661.0,832.0,937.0,1985.0,1937.0,2269.0,2716.0,3141.0,2843.0,2191.0,1381.0
45 Rd & 11 St,692.0,638.0,632.0,460.0,1104.0,1176.0,1176.0,1383.0,1951.0,1506.0,1224.0,681.0
Garfield Pl & 8 Ave,690.0,570.0,537.0,319.0,917.0,949.0,761.0,1011.0,1412.0,1253.0,997.0,646.0
Carroll St & Bond St,684.0,582.0,558.0,313.0,649.0,857.0,1054.0,1252.0,1300.0,1041.0,726.0,414.0
3 Ave & E 71 St,684.0,677.0,760.0,682.0,1213.0,1467.0,1630.0,1659.0,1791.0,2152.0,1660.0,960.0
Washington Ave & Greene Ave,682.0,625.0,601.0,367.0,748.0,1279.0,1446.0,1382.0,1331.0,1244.0,1029.0,599.0
Clermont Ave & Park Ave,682.0,576.0,442.0,223.0,406.0,755.0,253.0,393.0,747.0,748.0,691.0,379.0
Richardson St & N Henry St,678.0,607.0,464.0,222.0,590.0,787.0,768.0,953.0,1131.0,1029.0,691.0,429.0
Mt Morris Park W & W 120 St,671.0,686.0,643.0,590.0,1224.0,1458.0,1494.0,1837.0,1878.0,1626.0,1317.0,758.0
West End Ave & W 107 St,671.0,560.0,715.0,720.0,1348.0,1635.0,1741.0,1879.0,2019.0,1833.0,1586.0,1098.0
Division St & Bowery (old),666.0,,,,,,,,,,,
Classon Ave & St Marks Ave,665.0,634.0,583.0,413.0,821.0,1329.0,1134.0,1436.0,1482.0,1434.0,1090.0,642.0
4 Ave & 9 St,662.0,567.0,530.0,230.0,611.0,735.0,1052.0,1199.0,1425.0,1042.0,900.0,504.0
Monroe St & Classon Ave,662.0,715.0,650.0,422.0,993.0,1276.0,1548.0,1235.0,938.0,833.0,582.0,365.0
Butler St & Court St,646.0,617.0,556.0,278.0,587.0,626.0,738.0,728.0,884.0,785.0,666.0,470.0
W 104 St & Amsterdam Ave,645.0,582.0,590.0,561.0,1050.0,1358.0,1494.0,1640.0,1687.0,1858.0,1293.0,814.0
Carroll St & Columbia St,644.0,519.0,619.0,354.0,644.0,666.0,853.0,519.0,,107.0,681.0,460.0
Montrose Ave & Bushwick Ave,644.0,600.0,586.0,586.0,1174.0,1459.0,1713.0,1784.0,1840.0,1647.0,1268.0,668.0
W 110 St & Amsterdam Ave,638.0,686.0,807.0,674.0,1515.0,1812.0,2045.0,2291.0,2481.0,2351.0,1816.0,1218.0
Eastern Pkwy & Franklin Ave,626.0,602.0,741.0,663.0,1620.0,2210.0,1781.0,1824.0,2036.0,1804.0,1319.0,721.0
E 12 St & 4 Av,624.0,,,,,,,,,,,
Dean St & Hoyt St,622.0,532.0,613.0,374.0,766.0,920.0,1132.0,1182.0,1322.0,1302.0,991.0,659.0
Lexington Ave & Classon Ave,621.0,599.0,667.0,430.0,1028.0,1405.0,1596.0,1948.0,1815.0,1528.0,1116.0,550.0
E 68 St & Madison Ave,618.0,609.0,539.0,396.0,1069.0,1232.0,1004.0,1129.0,1131.0,451.0,570.0,545.0
14 St & 7 Ave,616.0,489.0,542.0,412.0,920.0,1015.0,958.0,1169.0,1476.0,1504.0,1085.0,622.0
Clermont Ave & Lafayette Ave,616.0,633.0,463.0,302.0,673.0,1084.0,910.0,992.0,1154.0,1170.0,909.0,452.0
E 66 St & Madison Ave,615.0,553.0,687.0,532.0,1416.0,1566.0,1592.0,1453.0,1594.0,1697.0,1503.0,760.0
Prospect Pl & 6 Ave,615.0,532.0,411.0,233.0,631.0,705.0,816.0,228.0,1110.0,1118.0,789.0,480.0
Underhill Ave & Lincoln Pl,615.0,564.0,630.0,541.0,1304.0,1647.0,1351.0,1685.0,1704.0,1384.0,1286.0,728.0
Monroe St & Tompkins Ave,613.0,553.0,488.0,310.0,725.0,1218.0,1225.0,1561.0,1666.0,1499.0,1098.0,659.0
Degraw St & Hoyt St,611.0,598.0,528.0,256.0,496.0,612.0,683.0,775.0,932.0,899.0,696.0,457.0
Adam Clayton Powell Blvd & W 123 St,607.0,544.0,519.0,418.0,934.0,1207.0,1175.0,1453.0,1445.0,1381.0,986.0,745.0
Cadman Plaza E & Johnson St,606.0,589.0,688.0,433.0,1393.0,1472.0,1270.0,1555.0,1404.0,1363.0,768.0,224.0
Columbia St & Kane St,604.0,508.0,615.0,467.0,943.0,1020.0,1193.0,1279.0,1270.0,1035.0,792.0,472.0
Battery Pl & Greenwich St,603.0,,,,,,,,,,,
Avenue D & E 8 St (home location),602.0,,,,,,,,,,,
10 St & 7 Ave,602.0,508.0,513.0,379.0,672.0,765.0,811.0,996.0,1269.0,1135.0,877.0,574.0
Clinton St & 4 Place,594.0,522.0,546.0,292.0,681.0,802.0,825.0,980.0,1063.0,946.0,798.0,483.0
Court St & Nelson St,593.0,567.0,468.0,261.0,475.0,613.0,850.0,1001.0,1013.0,917.0,745.0,443.0
Dock 72 Way & Market St,592.0,582.0,410.0,167.0,265.0,533.0,706.0,838.0,978.0,881.0,696.0,569.0
W 116 St & Amsterdam Ave,584.0,749.0,601.0,290.0,543.0,522.0,604.0,729.0,1425.0,1318.0,1039.0,643.0
E 109 St & 3 Ave,582.0,497.0,623.0,480.0,930.0,995.0,1131.0,1199.0,1344.0,1131.0,898.0,550.0
Graham Ave & Withers St,576.0,563.0,564.0,386.0,698.0,1006.0,1166.0,1887.0,2218.0,1263.0,969.0,640.0
Pitt St & Stanton St,574.0,540.0,522.0,402.0,822.0,963.0,1164.0,1418.0,1313.0,1080.0,961.0,509.0
Fulton St & Clermont Ave,572.0,489.0,542.0,387.0,860.0,1181.0,1028.0,1053.0,1235.0,1094.0,747.0,528.0
Pierrepont St & Monroe Pl,571.0,497.0,475.0,274.0,635.0,886.0,916.0,1701.0,1462.0,1089.0,761.0,543.0
E 12 St & Ave C,568.0,1242.0,1265.0,787.0,1664.0,1984.0,,,,,,
Broadway & Moylan Pl,567.0,599.0,606.0,594.0,1271.0,1133.0,1199.0,1001.0,1304.0,1188.0,985.0,562.0
Delancey St & Eldridge St,565.0,845.0,863.0,707.0,1699.0,1943.0,2358.0,2525.0,2434.0,2090.0,1459.0,807.0
East End Ave & E 86 St,562.0,460.0,709.0,763.0,1811.0,1889.0,1806.0,2019.0,2095.0,1770.0,1468.0,777.0
28 St & 41 Ave,552.0,521.0,573.0,404.0,1066.0,1380.0,1446.0,1292.0,1464.0,1210.0,951.0,487.0
Fulton St & Rockwell Pl,549.0,,,,,,,,,,,
Halsey St & Tompkins Ave,548.0,395.0,419.0,376.0,994.0,1558.0,1392.0,1406.0,1435.0,1310.0,854.0,562.0
Myrtle Ave & St Edwards St,547.0,523.0,582.0,434.0,1081.0,1469.0,1169.0,1421.0,1431.0,1201.0,935.0,520.0
Concord St & Bridge St,537.0,451.0,538.0,370.0,1061.0,1176.0,1241.0,1446.0,1402.0,1240.0,959.0,552.0
Van Brunt St & Wolcott St,537.0,485.0,411.0,285.0,552.0,579.0,817.0,875.0,1035.0,762.0,588.0,416.0
Underhill Ave & Pacific St,536.0,561.0,530.0,305.0,816.0,1040.0,1145.0,1126.0,1169.0,1204.0,967.0,595.0
Park Ave & St Edwards St,535.0,501.0,446.0,133.0,417.0,1017.0,614.0,413.0,234.0,537.0,504.0,373.0
Fulton St & Irving Pl,532.0,458.0,489.0,377.0,741.0,1105.0,1049.0,1243.0,1215.0,1165.0,897.0,550.0
Lewis Ave & Madison St,532.0,460.0,570.0,444.0,1125.0,1457.0,1409.0,1590.0,1642.0,1672.0,1281.0,746.0
Leonard St & Maujer St,531.0,474.0,627.0,403.0,965.0,1522.0,1634.0,1931.0,1880.0,1616.0,1275.0,750.0
Smith St & 3 St,524.0,447.0,437.0,250.0,634.0,694.0,785.0,1139.0,1399.0,1033.0,796.0,522.0
Cambridge Pl & Gates Ave,524.0,426.0,501.0,372.0,817.0,1143.0,1260.0,1351.0,1466.0,1248.0,1125.0,682.0
Kosciuszko St & Tompkins Ave,519.0,573.0,457.0,359.0,939.0,1346.0,1479.0,1362.0,1366.0,1134.0,793.0,436.0
E 81 St & Park Ave,517.0,436.0,536.0,400.0,745.0,863.0,962.0,1019.0,1362.0,1332.0,1043.0,664.0
Berkeley Pl & 6 Ave,515.0,486.0,408.0,257.0,465.0,538.0,736.0,1209.0,1383.0,885.0,777.0,505.0
Lenox Ave & W 115 St,514.0,559.0,575.0,544.0,1120.0,1664.0,1692.0,1638.0,1769.0,1448.0,1173.0,745.0
Morningside Ave & W 123 St,514.0,442.0,586.0,424.0,1050.0,1366.0,1344.0,1338.0,1415.0,1155.0,974.0,603.0
31 St & Astoria Blvd,510.0,532.0,396.0,208.0,549.0,709.0,811.0,943.0,878.0,790.0,570.0,321.0
Vernon Blvd & 47 Rd,510.0,452.0,509.0,425.0,1393.0,1557.0,1413.0,1571.0,1518.0,1196.0,918.0,384.0
2 Ave & E 99 St,505.0,460.0,499.0,406.0,992.0,1391.0,1395.0,1470.0,1646.0,1459.0,1118.0,774.0
St Johns Pl & Washington Ave,504.0,488.0,580.0,411.0,1027.0,1387.0,1234.0,1312.0,1452.0,1380.0,1011.0,613.0
E 115 St & Lexington Ave,500.0,503.0,498.0,464.0,1034.0,1247.0,1553.0,1391.0,1518.0,1219.0,985.0,652.0
Van Brunt St & Van Dyke St,499.0,445.0,588.0,557.0,1148.0,987.0,1482.0,1790.0,1644.0,1337.0,831.0,490.0
Riverside Dr & W 91 St,496.0,424.0,945.0,1085.0,2800.0,2910.0,2902.0,3222.0,3186.0,2621.0,1765.0,877.0
E 106 St & Madison Ave,490.0,411.0,479.0,378.0,1071.0,1410.0,1473.0,1407.0,1441.0,1461.0,923.0,539.0
Willoughby Ave & Walworth St,486.0,459.0,524.0,482.0,1038.0,1266.0,1267.0,1388.0,1554.0,1245.0,937.0,679.0
W 113 St & Broadway,485.0,508.0,582.0,601.0,1073.0,1150.0,1310.0,1620.0,1881.0,1882.0,1636.0,1078.0
E 118 St & Madison Ave,483.0,403.0,437.0,348.0,607.0,794.0,961.0,1028.0,1196.0,1064.0,929.0,586.0
21 St & Queens Plaza North,483.0,505.0,476.0,214.0,427.0,827.0,721.0,1026.0,1005.0,919.0,796.0,471.0
E 102 St & Park Ave,479.0,476.0,532.0,425.0,866.0,1278.0,1426.0,1500.0,1524.0,1381.0,1121.0,766.0
Central Park West & W 102 St,477.0,453.0,577.0,497.0,1190.0,1453.0,396.0,,,,,
7 St & 5 Ave,476.0,436.0,417.0,232.0,459.0,568.0,748.0,865.0,902.0,782.0,748.0,584.0
W 82 St & Central Park West,473.0,1030.0,1288.0,1047.0,2464.0,2651.0,3798.0,394.0,1628.0,2788.0,2314.0,1343.0
W 107 St & Columbus Ave,472.0,440.0,495.0,604.0,979.0,1033.0,1259.0,1440.0,1381.0,1405.0,982.0,595.0
E 95 St & 3 Ave,471.0,468.0,585.0,550.0,1105.0,1285.0,1424.0,1364.0,1527.0,1493.0,1279.0,712.0
Clinton Ave & Flushing Ave,471.0,507.0,539.0,395.0,915.0,783.0,901.0,888.0,1018.0,1012.0,693.0,428.0
Riverside Dr & W 104 St,471.0,438.0,933.0,1036.0,2745.0,3381.0,3483.0,3650.0,3656.0,2833.0,2392.0,1080.0
Division Ave & Hooper St,469.0,392.0,464.0,412.0,818.0,1072.0,1136.0,1349.0,1176.0,1051.0,834.0,426.0
1 Pl & Clinton St,469.0,399.0,455.0,228.0,543.0,670.0,748.0,1017.0,1212.0,1037.0,652.0,388.0
W 116 St & Broadway,468.0,478.0,514.0,429.0,904.0,981.0,1151.0,1435.0,1718.0,1457.0,1454.0,712.0
Prospect Park West & 8 St,467.0,371.0,586.0,588.0,1788.0,2017.0,1700.0,1993.0,2434.0,1935.0,1485.0,730.0
Boerum St & Broadway,466.0,468.0,448.0,362.0,831.0,1071.0,1074.0,1261.0,1257.0,1118.0,826.0,491.0
Lefferts Pl & Franklin Ave,464.0,431.0,418.0,328.0,594.0,857.0,874.0,879.0,1095.0,977.0,766.0,440.0
E 97 St & 3 Ave,456.0,406.0,506.0,464.0,730.0,797.0,937.0,904.0,970.0,849.0,765.0,456.0
Pioneer St & Van Brunt St,456.0,367.0,364.0,231.0,504.0,410.0,812.0,984.0,1197.0,877.0,523.0,255.0
Kosciuszko St & Nostrand Ave,455.0,388.0,434.0,423.0,1016.0,1298.0,1396.0,1673.0,1461.0,1235.0,856.0,479.0
N 11 St & Kent Ave,446.0,447.0,416.0,328.0,854.0,1060.0,1206.0,1361.0,1835.0,1211.0,838.0,412.0
6 St & 7 Ave,445.0,416.0,415.0,525.0,962.0,1311.0,1209.0,1216.0,1456.0,1432.0,1191.0,567.0
Amsterdam Ave & W 119 St,441.0,456.0,411.0,219.0,371.0,515.0,705.0,885.0,885.0,840.0,610.0,376.0
Prospect Pl & Underhill Ave,439.0,425.0,361.0,245.0,541.0,856.0,841.0,889.0,1003.0,904.0,784.0,458.0
E 106 St & Lexington Ave,439.0,446.0,548.0,485.0,893.0,1311.0,1238.0,1524.0,1547.0,1406.0,1005.0,711.0
Putnam Ave & Throop Ave,435.0,375.0,415.0,325.0,741.0,999.0,1043.0,1117.0,1164.0,1022.0,760.0,421.0
Wyckoff St & Nevins St,435.0,479.0,494.0,294.0,567.0,744.0,896.0,1044.0,1193.0,970.0,778.0,524.0
Center Blvd & 48 Ave,434.0,380.0,590.0,720.0,2231.0,2407.0,1885.0,1913.0,1483.0,1046.0,825.0,303.0
5 Ave & E 126 St,434.0,358.0,341.0,452.0,825.0,1068.0,1192.0,1625.0,1466.0,1362.0,1018.0,691.0
Broadway & Whipple St,433.0,417.0,431.0,496.0,1027.0,1319.0,1247.0,1353.0,1518.0,1403.0,1063.0,721.0
