,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
Sullivan Pl & Franklin Ave,,,,,,,,,520.0,1998.0,1499.0,884.0
River Ave & E 153 St,,,,,,,,,474.0,579.0,350.0,238.0
Grand Concourse & E 161 St,,,,,,,,,419.0,557.0,444.0,195.0
W 36 St & 9 Ave,,,,,,,,,393.0,2845.0,2529.0,1609.0
Park Ave & E 162 St,,,,,,,,,384.0,359.0,294.0,113.0
W 181 St & Riverside Dr,,,,,,,,,364.0,1263.0,644.0,202.0
Grand Concourse & East Mount Eden Ave,,,,,,,,,337.0,719.0,462.0,106.0
Clay Ave & E 173 St,,,,,,,,,318.0,233.0,155.0,58.0
Grand Concourse & E 164 St,,,,,,,,,292.0,357.0,259.0,91.0
College Ave & E 170 St,,,,,,,,,281.0,207.0,121.0,41.0
Morris Ave & McClellan St,,,,,,,,,277.0,299.0,329.0,127.0
Westchester Ave & Longwood Ave,,,,,,,,,256.0,333.0,256.0,109.0
Broadway & W 155 St,,,,,,,,,254.0,540.0,358.0,197.0
Jerome Ave & Anderson Ave,,,,,,,,,229.0,164.0,114.0,56.0
Goble Pl & Macombs Rd,,,,,,,,,220.0,364.0,332.0,110.0
Walton Ave & E 168 St,,,,,,,,,200.0,272.0,216.0,113.0
Longwood Ave & Southern Blvd,,,,,,,,,179.0,250.0,217.0,95.0
Southern Blvd & E 172 St,,,,,,,,,170.0,384.0,121.0,56.0
3 Ave & E 169 St,,,,,,,,,169.0,410.0,,
Faile St & Garrison Ave,,,,,,,,,158.0,178.0,38.0,4.0
Ogden Ave & Merriam Ave,,,,,,,,,148.0,154.0,79.0,30.0
Intervale Ave & Westchester Ave,,,,,,,,,143.0,183.0,141.0,91.0
Southern Blvd & Avenue St. John,,,,,,,,,142.0,225.0,119.0,65.0
Freeman St & Reverend James A Polite Ave,,,,,,,,,140.0,218.0,98.0,44.0
Concourse Village West & E 156 St,,,,,,,,,135.0,194.0,123.0,58.0
E 163 St & Tiffany St,,,,,,,,,127.0,150.0,75.0,40.0
Courtlandt Ave & E 157 St,,,,,,,,,121.0,196.0,143.0,73.0
3 Ave & Franklin Ave,,,,,,,,,98.0,259.0,152.0,72.0
Tinton Ave & E 165 St,,,,,,,,,98.0,238.0,156.0,105.0
River Ave & McClellan St,,,,,,,,,78.0,275.0,158.0,92.0
3 Ave & E 170 St,,,,,,,,,71.0,180.0,409.0,151.0
E 169 St & Fox St,,,,,,,,,69.0,182.0,96.0,36.0
Southern Blvd & Tiffany St,,,,,,,,,69.0,176.0,104.0,73.0
Concourse Village East & E 158 St,,,,,,,,,66.0,296.0,213.0,101.0
Beck St & Leggett Ave,,,,,,,,,59.0,127.0,118.0,66.0
3 Ave & E 163 St,,,,,,,,,44.0,202.0,233.0,124.0
Jerome Ave & Ogden Ave,,,,,,,,,39.0,32.0,33.0,18.0
E 170 St & Webster Ave,,,,,,,,,36.0,301.0,456.0,122.0
Fulton Ave & E 168 St,,,,,,,,,35.0,108.0,159.0,97.0
E 157 St & River Ave,,,,,,,,,34.0,390.0,301.0,137.0
Anderson Ave & W 164 St,,,,,,,,,19.0,112.0,52.0,25.0
Clay Ave & Claremont Pkwy,,,,,,,,,9.0,203.0,408.0,104.0
E 163 St & Union Ave,,,,,,,,,9.0,189.0,135.0,61.0
3 Ave & E 172 St,,,,,,,,,6.0,356.0,170.0,40.0
3 Ave & E 174 St,,,,,,,,,5.0,330.0,187.0,104.0
E 167 St & Clay Ave,,,,,,,,,3.0,279.0,263.0,78.0
Dawson St & Intervale Ave,,,,,,,,,3.0,81.0,64.0,12.0
Fulton Ave & St. Paul's Pl,,,,,,,,,3.0,179.0,115.0,55.0
E 171 St & Webster Ave,,,,,,,,,2.0,152.0,180.0,105.0
Monmouth and 6th,,,,,,,,,1.0,,,
Walton Ave & E 171 St,,,,,,,,,1.0,283.0,284.0,158.0
Morris Ave & E 171 St,,,,,,,,,1.0,41.0,27.0,6.0
Intervale Ave & Kelly St,,,,,,,,,1.0,81.0,92.0,52.0
8 Ave & W 16 St,,,,,,,,,,881.0,4506.0,2078.0
Wards Meadow Comfort Station,,,,,,,,,,880.0,1009.0,357.0
Clinton St & Tillary St,,,,,,,,,,685.0,1126.0,628.0
Warren St & W Broadway,,,,,,,,,,395.0,1142.0,803.0
Icahn Stadium,,,,,,,,,,372.0,473.0,286.0
Sunken Meadow Comfort Station,,,,,,,,,,361.0,347.0,142.0
Plaza Dr & W 170 St,,,,,,,,,,309.0,229.0,160.0
Bronx Shore Comfort Station,,,,,,,,,,260.0,272.0,112.0
River Ave & E 151 St,,,,,,,,,,217.0,560.0,365.0
Sherman Ave & E 166 St,,,,,,,,,,185.0,190.0,55.0
E 149 St & Park Ave,,,,,,,,,,181.0,234.0,112.0
Grand Concourse & E 166 St,,,,,,,,,,175.0,207.0,94.0
Washington Ave & E 167 St,,,,,,,,,,165.0,294.0,102.0
Jerome Ave & E 164 St,,,,,,,,,,151.0,113.0,91.0
Louis Nine Blvd & Intervale Ave,,,,,,,,,,151.0,83.0,27.0
E 167 St & Franklin Ave,,,,,,,,,,128.0,104.0,45.0
Boston Rd & E 167 St,,,,,,,,,,106.0,96.0,57.0
Prospect Ave & Jennings St,,,,,,,,,,97.0,39.0,12.0
E 161 St & Park Ave,,,,,,,,,,92.0,214.0,132.0
Grant Ave & E 169 St,,,,,,,,,,87.0,246.0,123.0
Washington Ave & E 163 St,,,,,,,,,,86.0,205.0,114.0
Franklin Ave & E 169 St,,,,,,,,,,86.0,136.0,57.0
Waterloo Pl & Crotona Park East,,,,,,,,,,83.0,66.0,43.0
E 165 St & Clay Ave,,,,,,,,,,83.0,128.0,88.0
West Farms Rd & Boone Ave,,,,,,,,,,81.0,110.0,36.0
Boston Rd & Prospect Ave,,,,,,,,,,74.0,124.0,37.0
Wilkins Ave & Crotona Park E,,,,,,,,,,71.0,72.0,20.0
E 165 St & Jerome Ave,,,,,,,,,,69.0,83.0,26.0
W 51 St & 6 Ave,,,,,,,,,,50.0,1647.0,1644.0
Webster Ave & E 166 St,,,,,,,,,,49.0,89.0,54.0
Hunts Point Ave & Bryant Ave,,,,,,,,,,49.0,54.0,30.0
E 170 St & Clay Ave,,,,,,,,,,40.0,136.0,48.0
Washington Ave & E 174 St,,,,,,,,,,38.0,200.0,80.0
Southern Blvd & E 149 St,,,,,,,,,,38.0,97.0,74.0
Frederick Douglass Blvd & W 145 St,,,,,,,,,,37.0,557.0,340.0
Prospect Ave & E 167 St,,,,,,,,,,34.0,175.0,74.0
Freeman St & Southern Blvd,,,,,,,,,,32.0,138.0,59.0
Boone Ave & E 172 St,,,,,,,,,,32.0,179.0,65.0
University Ave & W 168 St,,,,,,,,,,24.0,28.0,21.0
Crotona Park East & E 173 St,,,,,,,,,,22.0,64.0,21.0
Crotona Park North & Prospect Ave,,,,,,,,,,21.0,201.0,73.0
Barry St & Tiffany St,,,,,,,,,,20.0,18.0,6.0
Mount Eden Pkwy & Eastburn Ave,,,,,,,,,,17.0,102.0,40.0
E 165 St & Fox St,,,,,,,,,,16.0,74.0,20.0
Longfellow Ave & E 165 St,,,,,,,,,,14.0,88.0,46.0
Southern Blvd & E 175 St,,,,,,,,,,9.0,189.0,97.0
E 174 St & Longfellow Ave,,,,,,,,,,7.0,159.0,96.0
E 167 St & Bryant Ave,,,,,,,,,,6.0,105.0,50.0
Lafayette Ave & Hunts Point Ave,,,,,,,,,,5.0,66.0,36.0
Sheridan Ave & E 172 St,,,,,,,,,,4.0,71.0,26.0
Union Ave & E 169 St,,,,,,,,,,4.0,63.0,21.0
Garrison Ave & Manida St,,,,,,,,,,1.0,35.0,10.0
Charlotte St & Boston Rd,,,,,,,,,,1.0,27.0,3.0
Montgomery St,,,,,,,,,,1.0,,
York St,,,,,,,,,,1.0,,
Glenwood Ave,,,,,,,,,,1.0,2.0,1.0
5 Ave & E 72 St,,,,,,,,,,,5021.0,2986.0
Broadway & W 58 St,,,,,,,,,,,3638.0,3267.0
6 Ave & W 45 St,,,,,,,,,,,1425.0,2147.0
E 53 St & 3 Ave,,,,,,,,,,,870.0,1191.0
Riverside Dr & W 153 St,,,,,,,,,,,332.0,198.0
W 35 St & 9 Ave,,,,,,,,,,,272.0,767.0
E 174 St & Walton Ave,,,,,,,,,,,131.0,145.0
Walton Ave & E 153 St,,,,,,,,,,,115.0,75.0
Hoe Ave & Jennings St,,,,,,,,,,,76.0,14.0
Bruckner Blvd & Bryant Ave,,,,,,,,,,,69.0,42.0
E 170 St & Webster Ave_old,,,,,,,,,,,47.0,
Fulton Ave & E 172 St,,,,,,,,,,,44.0,14.0
W 54 St & 11 Ave,,,,,,,,,,,,920.0
W 44 St & 11 Ave,,,,,,,,,,,,832.0
Lexington Ave & E 24 St,,,,,,,,,,,,773.0
W 50 St & 10 Ave,,,,,,,,,,,,727.0
Cadman Plaza E & Tillary St,,,,,,,,,,,,485.0
Hudson St & W 13 St,,,,,,,,,,,,470.0
Thompson St & Bleecker St,,,,,,,,,,,,399.0
E 50 St & Park Ave,,,,,,,,,,,,387.0
Old Slip & South St,,,,,,,,,,,,260.0
Spring St & Hudson St,,,,,,,,,,,,256.0
W 10 St & Washington St,,,,,,,,,,,,199.0
E 54 St & 1 Ave,,,,,,,,,,,,99.0
Westchester Ave & Southern Blvd,,,,,,,,,,,,62.0
34th Ave & Vernon Blvd,,,,,,,,,,,,57.0
21 St & 23 Ave,,,,,,,,,,,,47.0
34 Ave & 31 St,,,,,,,,,,,,28.0
8 St & Astoria Blvd,,,,,,,,,,,,20.0
18 St & 27 Ave,,,,,,,,,,,,19.0
35 St & 23 Ave,,,,,,,,,,,,12.0
Southern Blvd & E 174 St,,,,,,,,,,,,12.0
Seneca Ave & Irvine St,,,,,,,,,,,,11.0
W 167 St & St. Nicholas Ave,,,,,,,,,,,,6.0
Morris Ave & E 163 St,,,,,,,,,,,,3.0
24 St & 38 Ave,,,,,,,,,,,,2.0
